"","Question","Answer"
"1366","
									Question : Is learning to play a musical instrument forbidden?
								","
									Answer : Learning music without practicing it is permissible, but such a thing is merely a theoretical assumption since learning music is associated with listening to it and playing it.
It is prohibited to learn or play music that causes rapture.
								"
"1367","
									Question : When it is said that military music is permitted, what does this mean?
								","
									Answer : What is meant by this is the music that is not for entertainment and does not cause ëtarabí, i.e. psychological interaction with the music or singing, whether it leads to joy, sadness, pride or any other emotion.
								"
"1368","
									Question : Is listening to poetry about the Ahlulbait (peace be upon them) accompanied with music permissible?
								","
									Answer : If the music causes ëtarabí then it is not permissible to listen to it. ëTarabí means the psychological interaction with the music or singing, whether it leads to joy, sadness, pride or any other emotion.
								"
"1369","
									Question : Is it permissible for a wife to sing in a wedding ceremony in front of many people, men and women, without her husbandís permission?
								","
									Answer : This is not permissible even if the husband allows it, since it is impermissible to do so in the presence of men. If the audience comprises of only women, then it is permissible for woman to sing during wedding ceremonies, without music.
								"
"1370","
									Question : His Eminence has stated that music which causes rapture or enjoyment is prohibited. However what about sad music that doesn't bring about enjoyment, but instead sheds tears?
								","
									Answer : What we mean by rapture is the effect of the music on the soul and its reaction to it whether it result in happiness, enjoyment or sorrow."
"1371","
									Question : A film is being produced about Islamic history; we are using certain background music to add tension, emotion as well as beauty to the incidents of the film. Such a thing makes a huge difference on the viewer. Is what we are doing permissible in this situation?
								","
									Answer : It is prohibited to listen to music that causes rapture. If it does not do so because of its short period of time or the way that it is played, like the military music, then it is not prohibited to listen to it.
								"
"1372","
									Question : Is Opera halal to listen to?
								","
									Answer : Since it involves songs and music which usually causes ëtarabí then it is prohibited to listen to it. ëTarabí means the psychological interaction with the music or singing, whether it leads to joy, sadness, pride or any other emotion.
								"
"1373","
									Question : Is it permissible to sit in ceremonies were forbidden songs are played?
								","
									Answer : It is not permissible to listen to songs if such songs usually cause ëtarabí. ëTarabí means the psychological interaction with the music or singing, whether it leads to joy, sadness, pride or any other emotion. Even if this is not the case, attending such ceremonies is prohibited if it encourages and propagates prohibited acts and evil.
								"
"1374","
									Question : Some members of my family listen to music and they wonít stop. Now, I heard a narration from Imam Al-Sadiq (peace be upon him) saying that a house where there is music the angels do not enter and therefore my good deeds do not get recorded. What can I do?
								","
									Answer : You should try to advise them, and their bad actions do not affect you. Almighty Allah said: ""And whosoever does an atom's weight of good will see itî (7:99).
								"
"1375","
									Question : Studies show that listening to classical music for 30 minutes a day whilst breathing slowly decreases the blood pressure. I need to reduce my blood pressure, so can I start doing this? Will this be a sin?
								","
									Answer : It is not permissible to listen to the music because of the said reason, unless the high blood pressure was a danger to the health, and its treatment was only by listening to music.
								"
"1376","
									Question : You have mentioned that the music for amusement is not permissible. Are you implying that God does not allow the believer to be happy?
								","
									Answer : Almighty Allah does not want the individual to get entertained in this particular way of entertainment. However, there are other kinds of permitted desired things than can be enjoyed by a believer.
								"
"1377","
									Question : I am having my wedding, and my brothers do not want to attend due to the fact that there will be music played. My family and I never listen to music, but my fiancÈ and his family do listen to music. Is it permissible to listen to music in the said case
								","
									Answer : It is unlawful to listen to music which usually causes ëtarabí. ëTarabí means the psychological interaction with the music or singing, whether it leads to joy, sadness, pride or any other emotion. The mentioned situation does not justify playing music in the wedding and breaking the religious rulings.
								"
"1378","
									Question : You mentioned that music that involves ëtarabí is not permissible. What do you mean by the term ëtarabí?
								","
									Answer : ëTarabí means the psychological interaction with the music or singing, whether it leads to joy, sadness, pride or any other emotion.
								"
"1379","
									Question : Are all types of music are prohibited?
								","
									Answer : It is unlawful to listen to music which usually causes ëtarabí. ëTarabí means the psychological interaction with the music or singing, whether it leads to joy, sadness, pride or any other emotion.
								"
"1380","
									Question : Is it allowed to manufacture, sell, buy or use musical instruments that sometimes can be used in gatherings of corruption and sometimes are not used in such gatherings?
								","
									Answer : If there is a considerable amount of permissible usage generally of such an instrument, then it is allowed to buy, sell and manufacture them.
								"
"1381","
									Question : Are war or revolutionary songs and music permissible?
								","
									Answer : If such music and singing is of the type that can arouse ëtarabí, then it is prohibited to listen to; otherwise it is allowed. ëTarabí means the psychological interaction with the music or singing, whether it leads to joy, sadness, pride or any other emotion.
								"
"1382","
									Question : Are we allowed to listen to a musician who plays the organ?
								","
									Answer : If the music by its nature involves ëtarabí or enjoyment, then it is prohibited to listen to it whether it is from this particular instrument or any other ones. <br>ëTarabí means the psychological interaction with the music or singing, whether it leads to joy, sadness, pride or any other emotion.
								"
"1383","
									Question : If a person is sitting at home, listening to such music that can cause enjoyment and ëtarabí but he is just listening without dancing, is this permissible?
								","
									Answer : No, it is not permissible.
								"
"1384","
									Question : What are the Islamic rules about swearing or cursing others?
								","
									Answer : It is prohibited to swear at a believer.
								"
"1385","
									Question : It has been written in your website that it is permissible for believers to commit backbiting in those cases in which the person sins publicly. Does this mean that only criticism in respect of him committing such sins openly can be done, or does backbiting him regarding all his sins and misdeeds become permissible?
								","
									Answer : When a person is committing sins openly and in public then his personal sanctity is no longer recognized and his backbiting is then allowed, even in respect to sins that he does not commit in public.
								"
"1386","
									Question : It is prohibited in Islam to backbite a believer; does this apply to a person who says that he is a Muslim when asked but he openly commits sins, such as consuming unlawful food and drink, being in forbidden relationships, etc.?
								","
									Answer : If the believer commits sins openly then it is allowed to backbite and criticize him.
								"
"1387","
									Question : Backbiting is prohibited in Islam. So how can a man raise his voice against a cruel person or tell other people about the wicked nature of any person or system? If the wicked person was an oppressive ruler, is backbiting such a person permitted?
								","
									Answer : Yes, it is permissible to backbite a person who is openly committing sins, and amongst the greatest of sins is oppression and aggression.
								"
"1388","
									Question : Is it permissible for one to conceal his real age from a group of people even if he is not in danger? Is it considered as lying?
								","
									Answer : Yes, it is permissible to conceal oneís age, as it is not considered to be lying. Lying is giving false information. Lying about one's age is Prohibited.
								"
"1389","
									Question : Is it permissible to lie to a non-believer?
								","
									Answer : It is not permissible.
								"
"1390","
									Question : If someone committed adultery in his youth, but thereafter he repented and had not committed such a sin again, should he still expect to be punished in purgatory (barzakh)?
								","
									Answer : If he repents and seeks forgiveness, the mercy of Almighty Allah is expected to reach him. He shall not be subject to any punishment, God willing.
								"
"1391","
									Question : How does one purify his heart from the darkness of the sins?
								","
									Answer : Repentance, which is regretting the committing of sins and the determination to refrain from them in the future, is one of the means of the mercy of Almighty Allah. Seeking forgiveness from Almighty Allah and continuing to do so whenever one remembers the sin helps the purification of the heart. Performing the good deeds leads to the cleanliness of the heart as well. Almighty Allah said: ìGood deeds annul ill-deedsî (11:114).
								"
"1392","
									Question : If one performs Umrah, does it remove his sins? If yes, does this include major sins as well? Is it true that when one leaves the sacred place in Mecca after performing Umrah itís as if he or she was born again?
								","
									Answer : It has been reported that Umrah is expiation from sin and this is a manifestation of God's mercy and kindness to His slaves when He legislated for them certain acts of obedience that lead to forgiveness of sins. This is a common message in the religious texts. Despite that, a devotee should be afraid of his sins so he may become closer to Allah's mercy and acceptance, and this may be an encouragement to perform more good deeds and avoid committing sins. Almighty Allah said: ""And those who give that which they give with hearts afraid because they are about to return unto their Lord; these race for the good things, and they shall win them in the race""(23:60-61).
								"
"1393","
									Question : I have committed a lot of sins in my life. Those sins keep coming back to haunt me and I don't know what to do. I have been praying for Allah's forgiveness day and night. For many years now I haven't found peace of mind. Specifically, please tell me how should I know that my sins have been forgiven?
								","
									Answer : All sins can be forgiven by sincere repentance. Almighty Allah said: ìDespair not of the mercy of Allah, Who forgives all sins. Lo! He is the Forgiving, the Mercifulî. Yes, it is recommended to seek forgiveness whenever the committed sins are remembered but should not turn into psychological complication.
								"
"1394","
									Question : My problem is I have committed a very major sin, adultery and regret it very much. I am ashamed of myself and ask Allah for forgiveness. Should I now marry the man? Will it make our sin less or will it stay the same?
								","
									Answer : Getting married to the adulterer does not decrease the sin. What does is repentance and repeatedly seeking forgiveness. Almighty Allah said: ìSay: O my slaves who have been prodigal to their own hurt! Despair not of the mercy of Allah, Who forgives all sins. He is the Forgiving, the Mercifulî (39:53).
								"
"1395","
									Question : If a man does a sin and then again immediately does a good deed, will his good deed finish his sin?
								","
									Answer : Repentance erases the sin and leads to forgiveness. It is certain that some good deeds lead to erasing the sins as Almighty Allah says: ìGood deeds annul ill-deedsî 11:114. However, we cannot give a general criterion for that. For a believer, it is better to combine repentance, seeking forgiveness and performing good deeds so he may be closer to Almighty Allahís mercy and forgiveness.
								"
"1396","
									Question : According to me, a person must repent in a state of purity or in the position of prostration or standing facing Qiblah, if he has committed a lot of major sins i.e. not praying the obligatory prayers and fasts. So if a person does this, will the past major sins be forgiven?
								","
									Answer : Repentance is regret and determination to avoid committing sins in the future. Being in the state of purity, prayers or fasting is not part of it. Yes, it is recommended to repeatedly seek forgiveness whenever sins are remembered. A devotee is expected to have high hope in Almighty Allahís acceptance of the repentance and the forgiveness of sins. Almighty Allah said: ìO my slaves who have been prodigal to their own hurt! Despair not of the mercy of Allah, Who forgives all sins. Lo! He is the Forgiving, the Merciful.î (39:53).
								"
"1397","
									Question : If I am not mistaken, according to a verse of the Holy Quran, Almighty Allah said that if you refrain from major sins, your minor sins will be wiped out. On the other hand, scholars say that we should refrain from minor sins too. How do we find consistency between these two points?
								","
									Answer : The point that this verse express is that if one refrains from committing big sins, this will become a cause for the mercy of the Almighty Allah in the forgiveness of the small sins. This does not mean that one can commit small sins and disobey Almighty Allah. Furthermore, according to traditions the belittling of committing small sins or persisting in committing them is considered to be a major sin.
								"
"1398","
									Question : What is the Kaffara (expiation) for drinking alcohol?
								","
									Answer : There is no special Kaffara prescribed for this act. One should repent and seek forgiveness.
								"
"1399","
									Question : I have practiced masturbation, and I want to repent. Can I do that? Would it be correct?
								","
									Answer : You should continue to repent to Almighty Allah from the sins you have committed, in addition to the promise that you will not commit those sins again as much as possible. If you returned to committing a sin because of the strong desire, or because of the influence of Satan, then do not despair from the mercy of Allah, and repent again, as the Almighty is Merciful to His slaves, and does not close the door of His mercy. Almighty Allah has promised His slaves with His mercy. He said: ìSay: O My slaves who have been prodigal to their own hurt! Despair not of the mercy of Allah, Who forgives all sins. Lo! He is the Forgiving, the Merciful.î(53:39).
								"
"1400","
									Question : Is it permissible to draw people from Islamic history, including the 14 Infallibles (peace be upon them), without their faces showing, for the purpose of using them as illustrations in Islamic books for children?
								","
									Answer : The said is permissible, although hand drawing of figures that have life is prohibited, but it is permissible to do so via the computer.
								"
"1401","
									Question : I gave a loan to an unemployed person, and then he found work in selling wine. After he earned money through this work he repaid his debt to me. Is this money lawful for me?
								","
									Answer : If he was selling the wine to Muslims only then his money is unlawful, if he was selling it to non-Muslims, and paid off his debt from this money then it is permissible to use the given money. The same applies if he was selling the wine to both Muslims and non-Muslims.
								"
"1402","
									Question : I am currently working as a manager in a supermarket that sells alcohol. If there is lack of staff, I might have to work as a cashier and people might be purchasing alcohol. Am I allowed to work in this store?
								","
									Answer : It is prohibited to sell wine, even indirectly or by acting on behalf of the company.
								"
"1403","
									Question : I have been offered a job at a supermarket that sells alcohol. I requested if I can avoid working on the cashier, but the manager replied it is very unlikely due to the necessity of me having to work there at times. Will it be lawful for me to take this job?
								","
									Answer : It is not permissible to be part of a transaction of selling wine or pork or any meat not slaughtered according to the Sharia. It is permissible to sell other items.
								"
"1404","
									Question : It has been mentioned on your website that it is allowed to play state-sponsored lottery, but the prize should be collected on behalf of the religious authority (the Marja). How do we collect the prize on behalf of the Marja?
								","
									Answer : If a believer receives money that is taken from a government organization, and it is known that the money had once belonged to a Muslim, it is still regarded as being owned by him. One can take this money by intending to take it on behalf of the Marja, and then he can assume ownership of it. It is better to help the needy believers with some part of it.
								"
"1405","
									Question : I own a store where lottery tickets are sold, and I receive a certain profit on each ticket sold. Is this permissible for me?
								","
									Answer : The transaction of the commonly-known lottery tickets is based on purchasing a paper ticket confirming certain numbers he has chosen, and as a result he is entered into a lottery draw. If the chosen numbers match the numbers randomly drawn, they win the prize. Such a transaction is permissible, and selling the tickets of such a lottery is permissible.
								"
"1406","
									Question : I work in a store as a cashier, and sometimes the customer pays more than the required amount and says, ëkeep the change.í Can I take that extra money for myself?
								","
									Answer : If you understand from the customer that the money is given to you personally, then you can keep it for yourself. But, if the customerís intention was to give the extra cash for the store, or the employer stipulates that extra cash is the storeís, then you cannot take the cash.
								"
"1407","
									Question : Is it allowed to play state-sponsored lottery in which you buy a ticket of two Euros, and if you are lucky you can win millions. Is that money lawful or not?
								","
									Answer : It is permissible to purchase state-sponsored lottery tickets, but the prize should be collected on behalf of the Marja.
								"
"1408","
									Question : Is taking a photograph, having one or displaying one forbidden?
								","
									Answer : No, it is permissible.
								"
"1409","
									Question : I had a painting of myself done by a student. Is this against the laws of Islam to have something like that done for oneself?
								","
									Answer : In general, painting of live things is prohibited, but owning the painting is not prohibited. As for the student who made the painting, his action is not prohibited since he did not know the verdict.
								"
"1410","
									Question : There is a national lottery held in our country, run by a company. Tickets are sold for a very low price, and the winners receive prizes. The company also gives some of their income in the sale of the tickets to certain charitable projects. Is a Muslim permitted to purchase such a ticket with the intention of winning the prize, and if he intends to give a part of the prize to an Islamic charity project?
								","
									Answer : Apparently the said transaction is permissible, and it is not considered to be prohibited gambling. The deal here is merely selling a ticket for a low price with the condition that if the chosen numbers match the company's randomly selected numbers the participant wins the prize. One becomes deserving of the prize due to fulfilling a condition included in the sale deal, so it is permissible to claim the prize. It is not obligatory to spend the money in the way intended, although it is better to do so.
								"
"1411","
									Question : I wish to know the ruling on making images in two dimensions and three dimensions
								","
									Answer : It is prohibited to make images of live creatures, whether two-dimensional or three-dimensional.
								"
"1412","
									Question : Is it allowed to rent out space for trading, if the tenant sells alcohol among other products?
								","
									Answer : Renting the property is permissible. The prohibition in respect to the alcohol is on the seller.
								"
"1413","
									Question : Is it permissible to sell squid and fish which have no scales to those who consider it permissible for consumption (e.g. Sunnis and non-Muslims?
								","
									Answer : No, it is not permissible.
								"
"1414","
									Question : Is it allowed to buy a hunting dog, but just to keep at home and not for the purposes of hunting?
								","
									Answer : If the dog was trained for hunting then it is permissible to buy it even if it is for other purposes.
								"
"1415","
									Question : I am a new convert to Shia Islam and I work as an artist. Could you please clarify the rulings in regards to drawing 2D images on paper?
								","
									Answer : It is not permissible to draw the image of humans and animals on paper. It is permissible to draw other objects like trees, rivers and natural scenery. It is also permissible to draw partial images of humans and animals.
								"
"1416","
									Question : In non-Muslim countries, schools require children to attend art class in which it is necessary to draw living things. What is the duty of parents in such cases?
								","
									Answer : It is not permissible to draw the picture of humans and animals. The parents should advise their children to refrain from committing sins. They should suggest for their children to draw pictures of trees, livers and other natural views.
								"
"1417","
									Question : Nowadays, dogs are used in rescue services, to assist in searches and for security purposes. Can one purchase a dog for these purposes?
								","
									Answer : It is permissible to buy and sell hunting dogs. It is not permissible to purchase other kinds of dogs. However, one can pay money in exchange of the owner letting go of his right over the dog.
								"
"1418","
									Question : Is permissible to be a mediator in selling dogs?
								","
									Answer : It is permissible to be a mediator in the sale of hunting dogs. It is not permissible to be a mediator in trading other kinds of dogs.
								"
"1419","
									Question : Is insurance on a house or any property allowed?
								","
									Answer : It is permissible if it is based on an agreement that the insurance policy holder pays a particular amount of money in exchange for the insurer to pay for loss and damage as stipulated in the contract.
								"
"1420","
									Question : I am currently working as a manager in a supermarket that sells alcohol. If there is lack of staff, I might have to work as a cashier and people might be purchasing alcohol. Am I allowed to work in this store?
								","
									Answer : It is prohibited to sell wine, even indirectly or by acting on behalf of the company.
								"
"1421","
									Question : I have been offered a job at a supermarket that sells alcohol. I requested if I can avoid working on the cashier, but the manager replied it is very unlikely due to the necessity of me having to work there at times. Will it be lawful for me to take this job?
								","
									Answer : It is not permissible to be part of a transaction of selling wine or pork or any meat not slaughtered according to the Sharia. It is permissible to sell other items.
								"
"1422","
									Question : It has been mentioned on your website that it is allowed to play state-sponsored lottery, but the prize should be collected on behalf of the religious authority (the Marja). How do we collect the prize on behalf of the Marja?
								","
									Answer : If a believer receives money that is taken from a government organization, and it is known that the money had once belonged to a Muslim, it is still regarded as being owned by him. One can take this money by intending to take it on behalf of the Marja, and then he can assume ownership of it. It is better to help the needy believers with some part of it.
								"
"1423","
									Question : I own a store where lottery tickets are sold, and I receive a certain profit on each ticket sold. Is this permissible for me?
								","
									Answer : The transaction of the commonly-known lottery tickets is based on purchasing a paper ticket confirming certain numbers he has chosen, and as a result he is entered into a lottery draw. If the chosen numbers match the numbers randomly drawn, they win the prize. Such a transaction is permissible, and selling the tickets of such a lottery is permissible.
								"
"1424","
									Question : Is it allowed to play state-sponsored lottery in which you buy a ticket of two Euros, and if you are lucky you can win millions. Is that money lawful or not?
								","
									Answer : It is permissible to purchase state-sponsored lottery tickets, but the prize should be collected on behalf of the Marja.
								"
"1425","
									Question : There is a national lottery held in our country, run by a company. Tickets are sold for a very low price, and the winners receive prizes. The company also gives some of their income in the sale of the tickets to certain charitable projects. Is a Muslim permitted to purchase such a ticket with the intention of winning the prize, and if he intends to give a part of the prize to an Islamic charity project?
								","
									Answer : Apparently the said transaction is permissible, and it is not considered to be prohibited gambling. The deal here is merely selling a ticket for a low price with the condition that if the chosen numbers match the company's randomly selected numbers the participant wins the prize. One becomes deserving of the prize due to fulfilling a condition included in the sale deal, so it is permissible to claim the prize. It is not obligatory to spend the money in the way intended, although it is better to do so.
								"
"1426","
									Question : Is it allowed to rent out space for trading, if the tenant sells alcohol among other products?
								","
									Answer : Renting the property is permissible. The prohibition in respect to the alcohol is on the seller.
								"
"1427","
									Question : Is it permissible to sell squid and fish which have no scales to those who consider it permissible for consumption (e.g. Sunnis and non-Muslims?
								","
									Answer : No, it is not permissible.
								"
"1428","
									Question : Is it allowed to buy a hunting dog, but just to keep at home and not for the purposes of hunting?
								","
									Answer : If the dog was trained for hunting then it is permissible to buy it even if it is for other purposes.
								"
"1429","
									Question : Nowadays, dogs are used in rescue services, to assist in searches and for security purposes. Can one purchase a dog for these purposes?
								","
									Answer : It is permissible to buy and sell hunting dogs. It is not permissible to purchase other kinds of dogs. However, one can pay money in exchange of the owner letting go of his right over the dog.
								"
"1430","
									Question : Is permissible to be a mediator in selling dogs?
								","
									Answer : It is permissible to be a mediator in the sale of hunting dogs. It is not permissible to be a mediator in trading other kinds of dogs.
								"
"1431","
									Question : Is insurance on a house or any property allowed?
								","
									Answer : It is permissible if it is based on an agreement that the insurance policy holder pays a particular amount of money in exchange for the insurer to pay for loss and damage as stipulated in the contract.
								"
"1432","
									Question : In the case of one who works in a store, some products that are sold contain pork. Is one able to accept the money for pork with the intention of disposing the meat? Is it still considered selling if you are a cashier and not the owner of the business?
								","
									Answer : It is not permissible to be part of such a sale, even as a cashier.
								"
"1433","
									Question : Is it allowed to sell pork to non- Muslims?
								","
									Answer : No, it is not permissible.
								"
"1434","
									Question : With regards to cashiers working at convenience stores which sell goods containing unlawful substances like pork, if a customer were to purchase a bag of chips which contain pork enzymes as well as a second lawful item, to avoid the prohibition of selling something unlawful would it be valid for the cashier to charge a higher amount for the lawful second item and charge nothing for the pork chips in such a manner that the total amount of money requested is the same, but the unlawful item is not actually sold?
								","
									Answer : If the purchaser knows that the price is in total for the lawful product only, and that the unlawful item is not actually being sold, then it is permissible to do so.
								"
"1435","
									Question : Is it permissible to buy alcoholic drinks for one's friend from his own money?
								","
									Answer : No, it is not permissible.
								"
"1436","
									Question : Is it prohibited to sell non-halal chicken?
								","
									Answer : Yes, it is prohibited.
								"
"1437","
									Question : Is it permissible to buy or sell pork?
								","
									Answer : It is not permissible to buy or sell it.
								"
"1438","
									Question : Is life insurance allowed in Islam?
								","
									Answer : Yes, it is permissible.
								"
"1439","
									Question : If I go to the bookies where betting takes place, am I allowed to change my intention whereby instead of betting I will intend to give the money as an entry fee for the horse races?
								","
									Answer : The mentioned change of intention does not affect the prohibition.
								"
"1440","
									Question : I am currently working as a manager in a supermarket that sells alcohol. If there is lack of staff, I might have to work as a cashier and people might be purchasing alcohol. Am I allowed to work in this store?
								","
									Answer : It is prohibited to sell wine, even indirectly or by acting on behalf of the company.
								"
"1441","
									Question : I have been offered a job at a supermarket that sells alcohol. I requested if I can avoid working on the cashier, but the manager replied it is very unlikely due to the necessity of me having to work there at times. Will it be lawful for me to take this job?
								","
									Answer : It is not permissible to be part of a transaction of selling wine or pork or any meat not slaughtered according to the Sharia. It is permissible to sell other items.
								"
"1442","
									Question : Is it permissible to buy alcoholic drinks for one's friend from his own money?
								","
									Answer : No, it is not permissible.
								"
"1443","
									Question : In the case of one who works in a store, some products that are sold contain pork. Is one able to accept the money for pork with the intention of disposing the meat? Is it still considered selling if you are a cashier and not the owner of the business?
								","
									Answer : It is not permissible to be part of such a sale, even as a cashier.
								"
"1444","
									Question : Is it allowed to sell pork to non- Muslims?
								","
									Answer : No, it is not permissible.
								"
"1445","
									Question : With regards to cashiers working at convenience stores which sell goods containing unlawful substances like pork, if a customer were to purchase a bag of chips which contain pork enzymes as well as a second lawful item, to avoid the prohibition of selling something unlawful would it be valid for the cashier to charge a higher amount for the lawful second item and charge nothing for the pork chips in such a manner that the total amount of money requested is the same, but the unlawful item is not actually sold?
								","
									Answer : If the purchaser knows that the price is in total for the lawful product only, and that the unlawful item is not actually being sold, then it is permissible to do so.
								"
"1446","
									Question : Is it permissible to buy or sell pork?
								","
									Answer : It is not permissible to buy or sell it.
								"
"1447","
									Question : Is it permissible to sell squid and fish which have no scales to those who consider it permissible for consumption (e.g. Sunnis and non-Muslims?
								","
									Answer : No, it is not permissible.
								"
"1448","
									Question : Is it prohibited to sell non-halal chicken?
								","
									Answer : Yes, it is prohibited.
								"
"1449","
									Question : Is it permissible to own and operate a restaurant franchise that sells prohibited food? The store sells sandwiches; some are made from unlawful meat, some are vegetarian and some contain sea food.
								","
									Answer : It is not permissible to sell or buy food that is prohibited to consume.
								"
"1450","
									Question : Is it allowed to buy a hunting dog, but just to keep at home and not for the purposes of hunting?
								","
									Answer : If the dog was trained for hunting then it is permissible to buy it even if it is for other purposes.
								"
"1451","
									Question : Nowadays, dogs are used in rescue services, to assist in searches and for security purposes. Can one purchase a dog for these purposes?
								","
									Answer : It is permissible to buy and sell hunting dogs. It is not permissible to purchase other kinds of dogs. However, one can pay money in exchange of the owner letting go of his right over the dog.
								"
"1452","
									Question : Is permissible to be a mediator in selling dogs?
								","
									Answer : It is permissible to be a mediator in the sale of hunting dogs. It is not permissible to be a mediator in trading other kinds of dogs.
								"
"1453","
									Question : I work in the sale of sound equipment like woofers, tweeters, amplifiers, microphones, different kinds of lighting and musical instruments ñ is it prohibited for me sell these items?
								","
									Answer : It is prohibited to sell musical instruments, and it is permissible to sell the other equipment.
								"
"1454","
									Question : I gave a fake currency note to a shop which was given to me and I wasnít aware of it. I feel embarrassed to go back to tell them the truth and give them a real one. What can I do or do I have any options?
								","
									Answer : There is no embarrassment in doing so. You should go back and explain your position so people can realize the morality of Islam that guides the believers not to cheat and Almighty Allah shall reward you if you intend to give a good picture for Islam and express its high values.
								"
"1455","
									Question : Is it permissible to sell the Quran?
								","
									Answer : Yes, it is permissible.
								"
"1456","
									Question : Is it permissible to print a translation of the Quran, with the Arabic text alongside it, and then give or sell it to anyone who wants it even if they are non-believers?
								","
									Answer : Yes, it is permissible.
								"
"1457","
									Question : Is it allowed to rent out space for trading, if the tenant sells alcohol among other products?
								","
									Answer : Renting the property is permissible. The prohibition in respect to the alcohol is on the seller.
								"
"1458","
									Question : If I go to the bookies where betting takes place, am I allowed to change my intention whereby instead of betting I will intend to give the money as an entry fee for the horse races?
								","
									Answer : The mentioned change of intention does not affect the prohibition.
								"
"1459","
									Question : Is betting on racing horses allowed?
								","
									Answer : No, it is not allowed.
								"
"1460","
									Question : I have read in a book that all games of betting are prohibited apart from betting on horse races and archery, which is permissible. Is this true?
								","
									Answer : No, this not correct. What is permissible is competition in horse riding and archery; betting on the winner of the horse race or any kind of betting is prohibited.
								"
"1461","
									Question : It has been mentioned on your website that it is allowed to play state-sponsored lottery, but the prize should be collected on behalf of the religious authority (the Marja). How do we collect the prize on behalf of the Marja?
								","
									Answer : If a believer receives money that is taken from a government organization, and it is known that the money had once belonged to a Muslim, it is still regarded as being owned by him. One can take this money by intending to take it on behalf of the Marja, and then he can assume ownership of it. It is better to help the needy believers with some part of it.
								"
"1462","
									Question : I own a store where lottery tickets are sold, and I receive a certain profit on each ticket sold. Is this permissible for me?
								","
									Answer : The transaction of the commonly-known lottery tickets is based on purchasing a paper ticket confirming certain numbers he has chosen, and as a result he is entered into a lottery draw. If the chosen numbers match the numbers randomly drawn, they win the prize. Such a transaction is permissible, and selling the tickets of such a lottery is permissible.
								"
"1463","
									Question : Is it allowed to play state-sponsored lottery in which you buy a ticket of two Euros, and if you are lucky you can win millions. Is that money lawful or not?
								","
									Answer : It is permissible to purchase state-sponsored lottery tickets, but the prize should be collected on behalf of the Marja.
								"
"1464","
									Question : There is a national lottery held in our country, run by a company. Tickets are sold for a very low price, and the winners receive prizes. The company also gives some of their income in the sale of the tickets to certain charitable projects. Is a Muslim permitted to purchase such a ticket with the intention of winning the prize, and if he intends to give a part of the prize to an Islamic charity project?
								","
									Answer : Apparently the said transaction is permissible, and it is not considered to be prohibited gambling. The deal here is merely selling a ticket for a low price with the condition that if the chosen numbers match the company's randomly selected numbers the participant wins the prize. One becomes deserving of the prize due to fulfilling a condition included in the sale deal, so it is permissible to claim the prize. It is not obligatory to spend the money in the way intended, although it is better to do so.
								"
"1465","
									Question : Is insurance on a house or any property allowed?
								","
									Answer : It is permissible if it is based on an agreement that the insurance policy holder pays a particular amount of money in exchange for the insurer to pay for loss and damage as stipulated in the contract.
								"
"1466","
									Question : Is life insurance allowed in Islam?
								","
									Answer : Yes, it is permissible.
								"
"1467","
									Question : Is it allowed to have a life insurance as the dower (mahr)? It requires monthly payments and results in a cash pay-out in case of death.
								","
									Answer : If one makes his wife the beneficiary on his life insurance policy then it is not valid to consider the paid amount after his death as dower. It is considered as a will.
								"
"1468","
									Question : Is it permissible to draw people from Islamic history, including the 14 Infallibles (peace be upon them), without their faces showing, for the purpose of using them as illustrations in Islamic books for children?
								","
									Answer : The said is permissible, although hand drawing of figures that have life is prohibited, but it is permissible to do so via the computer.
								"
"1469","
									Question : Is taking a photograph, having one or displaying one forbidden?
								","
									Answer : No, it is permissible.
								"
"1470","
									Question : I had a painting of myself done by a student. Is this against the laws of Islam to have something like that done for oneself?
								","
									Answer : In general, painting of live things is prohibited, but owning the painting is not prohibited. As for the student who made the painting, his action is not prohibited since he did not know the verdict.
								"
"1471","
									Question : I wish to know the ruling on making images in two dimensions and three dimensions
								","
									Answer : It is prohibited to make images of live creatures, whether two-dimensional or three-dimensional.
								"
"1472","
									Question : I am a new convert to Shia Islam and I work as an artist. Could you please clarify the rulings in regards to drawing 2D images on paper?
								","
									Answer : It is not permissible to draw the image of humans and animals on paper. It is permissible to draw other objects like trees, rivers and natural scenery. It is also permissible to draw partial images of humans and animals.
								"
"1473","
									Question : In non-Muslim countries, schools require children to attend art class in which it is necessary to draw living things. What is the duty of parents in such cases?
								","
									Answer : It is not permissible to draw the picture of humans and animals. The parents should advise their children to refrain from committing sins. They should suggest for their children to draw pictures of trees, livers and other natural views.
								"
"1474","
									Question : Is it allowed to build statues to individuals according to the Sharia?
								","
									Answer : It is not permissible.
								"
"1475","
									Question : Is it true that if a person goes to a palmist (for hand reading) such personís supplication is not answered for 40 days? If yes, what is the kaffarah for it? What is the ruling for going there in the first place?
								","
									Answer : It is not permissible to visit such people or believe in their information. Believing them is one of the great sins. It does not have a kaffarah. One should seek the forgiveness of Almighty Allah when he commits such a sin.
								"
"1476","
									Question : Is it forbidden to learn Ilm-ul-Nujoom (Astrology) in Islam?
								","
									Answer : Learning astrology is permissible, but depending on it in informing about metaphysical matters is prohibited.
								"
