"","Question","Answer","bookmark"
"339","
2
Question: Does an adopted child inherit?","Answer: No, he does not inherit the person who has adopted him.","/english/qa/15217/"
"340","
3
Question: Does a temporary wife inherit her husband?","Answer: No, she does not.","/english/qa/15218/"
"341","
4
Question: My aunt had received a house from her mother, brothers and sisters by mutual consent from their inheritances. Now my aunt has expired leaving behind only one married daughter (F) a widowed daughter-in-law (L) of her dead son (M) and two grandsons (A) and (H) from her dead son (M). What are their respective inheritances?","Answer: The daughter inherits her mother's entire property.","/english/qa/15219/"
"342","
5
Question: A female Muslim is the only survival heir amongst her two brothers and two sisters. Does she inherit the whole property or is it to be distributed also amongst her dead brothers and sisters’ children?","Answer: If they have children, or any of their parents alive, they inherit the deceased; otherwise she will inherit her brothers and sisters.","/english/qa/15220/"
"343","
1
Question: What does Taqlid mean in religious laws?","Answer: Taqlid in religious laws means acting according to the verdict of a Mujtahid. It is necessary for the Mujtahid who is followed, to be male, Shi'ah Ithna Ash'ari, adult, sane, of legitimate birth, living and just ('Adil). A person is said to be just when he performs all those acts which are obligatory upon him, and refrains from all those things which are forbidden to him. And the sign of being just is that one is apparently of a good character, so that if enquiries are made about him from the people of his locality, or from his neighbours, or from those persons with whom he lives, they would confirm his good conduct. And if one knows that the verdicts of the Mujtahids differ with regard to the problems which we face in every day life, it is necessary that the Mujtahid who is followed be A'lam (the most learned), who is more capable of understanding the divine laws than any of the contemporary Mujtahids.","/english/qa/15213/"
"344","
2
Question: What are the ways through which I can identify the most learned of Mujtahids?","Answer: There are three ways of identifying a Mujtahid, and the A'alam (most learned):
*When a person is certain that a particular person is a Mujtahid, or the most learned one. For this, he should be a learned person himself, and should possess the capacity to identify a Mujtahid or an A'alam;
*When two persons, who are learned and just and possess the capacity to identify a Mujtahid or the A'alam, confirm that a person is a Mujtahid or an A'lam, provided that two other learned and just persons do not contradict them. In fact, being a Mujtahid or an A'lam can also be established by a statement of only one trusted and reliable person;
*When a number of learned persons who possess the capacity to identify a Mujtahid or an A'lam, certify that a particular person is a Mujtahid or an A'lam, provided that one is satisfied by their statement.","/english/qa/15215/"
"345","
1
Question: Can I take an urgent loan from a non-Muslim bank, even if I know that the bank will charge interest?","Answer: If a Muslim intends to get a loan from such banks, it is necessary that he should do so with the intention that it is a transaction without return, even if he knows that he will end up paying the capital as well as the interest. And he should not do so with the intention of getting the loan with the condition of [paying] interest.","/english/qa/15205/"
"346","
2
Question: Is it permissible to take interest from unbelievers, especially for those who live in a non-Muslim country?","Answer: It is permissible to receive interest from non-Muslims and their banks.","/english/qa/15207/"
"347","
3
Question: If I know that the bank will give me interest even without stipulating the conditions, is it permissible for me to deposit in a savings account that takes the form of a term-deposit?","Answer: Yes, it is permissible, as long as you do not stipulate the conditions of interest.","/english/qa/15208/"
"348","
4
Question: Is it permissible to receive interest from a non-Muslim bank? What about taking loan with interest, is it permissible?","Answer: It is absolutely permissible to take interest from a non-Muslim bank. Even making a condition for obtaining interest is permissible. Taking a loan with an interest is not permissible unless one takes it with the intention of securing the money after which he considers it as loan given to him on behalf of Hakim Shar’i (Mujtahed).","/english/qa/15209/"
"349","
5
Question:  Is it permissible to deposit or borrow money from Muslim banks whereby the interest is either received or paid out?
Answer:  It is permissible to deposit money in a bank without prior condition for interest and it is as well permissible to take interest, if the bank in which money is deposited belongs to Muslims. If it belongs to government, it is permissible to take interest provided that half of the interest is given away to poor people (Momineen of them).","","/english/qa/15211/"
"350","
6
Question:  Is it permitted to pay interest to non-Muslims and also take interest from them?","Answer: Giving interest to a non-Muslim in a deal that is based on interest is impermissible and receiving it (interest) is permissible and there is no objection in it.","/english/qa/15212/"
"351","
1
Question: A Muslim deliberately torches his insured house so that he may receive compensation from the non-Muslim insurance company. Is he allowed to do this? And is it permissible for him to receive the compensation?","Answer: It is not permissible for him to destroy and waste the property, nor is it allowed for him to give false information to the insurance company for the purpose mentioned above. The money received [in this process] is not lawful.","/english/qa/15201/"
"352","
2
Question: Is it permissible to cheat insurance companies in non-Muslim countries when one is confident that it would not tarnish the image of Islam and Muslims?","Answer: It is not permissible.","/english/qa/15202/"
"353","
3
Question: A Muslim in the West claims that he used to drive in his country for many years and supports his claim with a document from a given source so that he gets a preferable rate for his insurance premium. Is he allowed to change the fact in his statement, even if it is by tawriya (equivocation)? Is it permissible to help him for this purpose?","Answer: Lying for the above mentioned purpose is not permissible, nor is it allowed to claim money in this way; and duplicity in this is helping in committing a sin.","/english/qa/15203/"
"354","
4
Question: Is life insurance permissible?","Answer: If the person who receives life insurance pays money and the insuring company is committed to insure him against illness or any incidents, there is no problem. As well, as part of this contract, the insured person can stipulate that at the end of the period of insurance, the company should give him or someone else the equivalent amount or more than what he himself had paid. ","/english/qa/15204/"
"355","
1
Question: Is it permissible for a Muslim man to marry a non-Muslim woman who is still married to a non-Muslim man? Is there an ‘idda period for her when she separates from her non-Muslim husband? What is the period of that ‘idda? Is it permissible to have sexual relations with her during the time when she is in the ‘idda from her non-Muslim husband? If she embraces Islam, how long will her ‘idda be,  if she intends to marry a Muslim man?","Answer: It is not permissible to marry her while she is married to a non-Muslim in a marriage which is recognized by them because she is a married woman. It is permissible to marry her temporarily after her divorce and after the completion of the ‘idda from her non-Muslim husband. (The period of her ‘idda is not different from the ‘idda of a Muslim woman.) Therefore, it is not permissible before the completion of the ‘idda.
If she becomes a Muslim after having had sexual relations with her non-Muslim husband and the husband has not embraced Islam, it is precuationarily obligatory for a Muslim not to marry her until after the completion of her ‘idda. But if she became a Muslim without having ever established sexual relations with her non-Muslim husband, then their marriage will be annulled immediately and there is no ‘idda in such a case.","/english/qa/15196/"
"356","
2
Question: If a man who wants to marry a woman, and she claims that observed the waiting period (‘idda), does one need to investigate further or can they rely on her statement?","Answer: If her statement is deemed to be truthful, they can rely on her statement, and one does not need to investigate further, unless she was considered to be lying.","/english/qa/15197/"
"357","
3
Question: A Muslim man who is married to a Muslim woman migrated from his country. After a lengthy stay in the West, he wants to embark on a temporary marriage with a woman from Ahlul Kitab just a few days after divorcing his Muslim wife. Is this permissible for him, especially when his Muslim wife is still in her waiting period (al-‘idda)?","Answer: The temporary marriage mentioned in the question is considered invalid because the wife who is in her waiting period of a revocable divorce is still considered as a wife. 
If he has a Muslim wife, temporary marriage with an Ahlul Kitab woman is not permissible without her consent; nay, even with her consent, it is not permissible, based on compulsory precaution.","/english/qa/15198/"
"358","
1
Question: Is invocation of the Jinn (spirits)with a view to solving the problems of the faithful permissible?","Answer: If it puts a person in harm’s way, it is har<U+00E3>m, and therefore forbidden.","/english/qa/15193/"
"359","
1
Question: If a person doubts whether he performed Istibra or not, what should he do?","Answer: If a person doubts whether he has performed istibr<U+0101><U+02BE> or not and fluid comes out and he does not know whether it is pure or not, it is impure; and in the event that he performed wu<U+1E0D><U+016B><U+02BE>, his wu<U+1E0D><U+016B><U+02BE> becomes void (b<U+0101><U+1E6D>il).
If someone who has not performed Istibr<U+0101><U+02BE> becomes confident that no urine is left in the urethra due to the passing of time since he urinated, and if he then sees some fluid and doubts whether it is pure or not, that fluid is pure and it does not invalidate wu<U+1E0D><U+016B><U+02BE> either.","/english/qa/15185/"
"360","
2
Question: Why should we do Istibra and how is it done?","Answer: Istibr<U+0101><U+02BE> is a recommended (musta<U+1E25>abb) act performed by men after urinating in order to be confident that no urine is left in the urethra, and its not compulsory to perform. It is performed in a number of ways; one way is as follows: after urinating, the anus is first purified if it has become impure; then, the middle finger of the left hand is slid three times from the anus up to the scrotum; then, the thumb is placed on the penis and the forefinger is placed under the penis, and the thumb and forefinger are pulled three times along the penis up to the point of circumcision; finally, the end of the penis is pressed three times.","/english/qa/15186/"
"361","
3
Question: I sometimes doubt, before or after urinating, or even during sexual arousal, a liquid comes out of the urine, what's the ruling on this liquid, is it Taher and does it invalidate my Wudhu?","Answer: The fluid that sometimes comes out of the penis as a result of sexual arousal, called ‘madh<U+012B>’, is pure. And the fluid that sometimes comes out after the ejaculation of semen, called ‘wadh<U+012B>’, is also pure, and does not require ghusl. As for fluid that sometimes comes out after urinating and which is called ‘wad<U+012B>’, if it has not come into contact with urine, it is pure. Furthermore, in the event that a person performs istibr<U+0101><U+02BE> after urinating and then fluid comes out and he doubts whether it is urine or one of these three fluids, it is pure.  The passing of these liquids are pure and do not invalidate wu<U+1E0D><U+016B><U+02BE> either.","/english/qa/26362/"
"362","
1
Question: Is it permissible to invest in companies who deal in part, in intoxicating drinks without the possibility of separating one’s investment from that of the others in that line of production?","Answer: It is not permissible to participate or deal in the production of intoxicating drinks.","/english/qa/15169/"
"363","
2
Question: Can I invest my money in the stock market?","Answer: There is no objection in it per se,","/english/qa/15171/"
"364","
1
Question: Is it permissible to buy meat thinking that it is slaughtered according to Islamic laws from a super-market owned by a Muslim who [also] sells alcoholic drinks?","Answer: Yes, it is permissible; and it is hal<U+00E3>l to eat, even if it previously came from a non-Muslim as long as there is a likelihood that the shopkeeper has ascertained that it was slaughtered according to the shari‘a laws; but not if there is no such likelihood.","/english/qa/15164/"
"365","
2
Question: Meat companies slaughter a large number of chickens at one time [that is, simultaneously]. Now if the person running the slaughtering machine is a Muslim, who says takb<U+00ED>r and says the name of All<U+00E3>h only once at the time of slaughtering all the chicken [simultaneously], is it permissible for us to eat those chickens? If we have doubt about these chickens being hal<U+00E3>l, can we [ignore that doubt and] eat them and consider them pure (t<U+00E3>hir)?","Answer: If he repeats the name of All<U+00E3>h as long as the machine is continuing to slaughter, it is sufficient. In the event of doubt about its being hal<U+00E3>l (a doubt which arises concerning the mentioning of the name of All<U+00E3>h), it can be considered pure and be consumed.","/english/qa/15165/"
"366","
3
Question: We enter some super markets in Europe and find meat in tin containers produced by a European company with the writing on the package that conveys the sense of it being “Hal<U+00E3>l” or “slaughtered according to Islamic laws”. Is it permissible to buy and eat such meat?","Answer: The writing [on the package] has no value if it does not lead to certainty [that it is actually Hal<U+00E3>l].","/english/qa/15166/"
"367","
4
Question: On the package of meat that is produced in Muslim countries by non-Muslim companies, it says, “slaughtered according to Islamic laws”. Are we allowed to eat that meat? Can we eat that meat, if it comes from Muslim companies in non-Muslim countries? And what is the ruling, if the source is non-Muslim company from a non-Muslim country?
Answer: The writing [on the package] has no value at all. If the producer is a Muslim or it was produced in a place where Muslims are in the majority and it is not known that the producer is a non-Muslim, then it is permissible to eat it.
But if the producer is a non-Muslim or it was produced in a place where Muslims are not in the majority and it is not known that the producer is Muslim, then it is not permissible to eat it.","
","/english/qa/15167/"
"368","
1
Question:  Is the sweat of sexual intercourse Najis?","Answer: It is Taher (pure), in all cases, whether the sexual intercourse was permissible or forbidden, and the sweat does not invalidate the prayers.","/english/qa/15161/"
"369","
2
Question: Does a woman enter the state of Janabah, if she reaches orgasm without penetration?","Answer: As for the fluid that is discharged from the vagina when a woman engages in foreplay or imagines lustful thoughts and which is not enough to dirty other places [such as her clothing], it is pure and does not require Ghusl to be performed and nor does it invalidate Wu<U+1E0D><U+016B>. However, if the discharged fluid is a lot – to the extent that it can be called an ‘ejaculation’ and it dirties clothing – then in case it is discharged when the woman reaches sexual climax and complete sexual satisfaction (orgasm), it is impure and causes Jan<U+0101>bah. In fact, even if it is not discharged at that moment, based on obligatory precaution it is impure and causes jan<U+0101>bah. And whenever a woman doubts whether or not a discharge of fluid was to this extent, or she doubts whether or not fluid was discharged at all, performing Ghusl is not obligatory on her and nor does it invalidate Wu<U+1E0D><U+016B><U+02BE> and Ghusl.","/english/qa/15162/"
"370","
3
Question: When does a man enter the state of Janabah?","Answer: A person becomes Junub (Junub is the term used to refer to a person who is in the state of Jan<U+0101>bah) in two ways:
1. sexual intercourse;
2. ejaculation of semen, whether he is asleep or awake, and whether it is a little or a lot, with or without lust, voluntarily or involuntarily.","/english/qa/15163/"
"371","
1
Question: Where is Jabira applicable? I mean how can one make sure that he must perform Jabira instead of washing a sore or a fractured bone?
Answer: Generally speaking, if there is an unbandaged wound, sore, or broken bone in one’s face or hands, and if the use of water is harmful for it, one should wash the parts adjoining the wound. And it is better to pass wet hand on it , if it is not harmful to do so. Therefore, he should place a clean piece of cloth on it, and pass a wet hand over that cloth. But in case this action is also harmful, or the wound is Najis and it cannot be washed, the parts adjoining the wound should be washed from above downwards, and as an obligatory precaution, Tayammum should be done. ","","/english/qa/15151/"
"372","
2
Question: What is Jabira?","Answer: The splint with which a wound or a fractured bone is bandaged or held tight and the medication applied to a wound etc. is called Jabira.","/english/qa/15152/"
"373","
1
Question: Who is a Just ('Adil) person?","Answer: A person is said to be just when he performs all those acts which are obligatory upon him, and refrains from all those things which are forbidden to him. And the sign of being just is that one is apparently of a good character, so that if inquiries are made about him from the people of his locality, or from his neighbours, or from those persons with whom he lives, they would confirm his good conduct.","/english/qa/15159/"
"374","
2
Question: Can I follow a prayer leader, if I do not know that he is Adil?","Answer:  You must make sure that he is just, or else, you cannot follow him, also ensure the has he other conditions of leading the prayer for example reciting the prayer correctly.","/english/qa/15160/"
"375","
1
Question: Can a man kiss another man?","Answer: If it is not with lustful intention, there is no objection in it.","/english/qa/15148/"
"376","
2
Question: Can I kiss my girlfriend?","Answer: It is not permissible and friendship with a non-mahram woman or girl is not allowed.","/english/qa/15149/"
"377","
3
Question: Can I touch or kiss my fiancé?","Answer: You cannot do so without a marriage contract (Nikah).","/english/qa/15150/"
"378","
4
Question: Can a girl kiss their paternal / maternal uncle?","Answer: There is no objection in it.","/english/qa/26363/"
"379","
5
Question: Can a husband and wife kiss or hug, etc. one another in public places?,
For example, greeting and welcoming one another in the airport which is quite common in Europe?","Answer: It is not prohibited as as long as the wife's Hijab is kept and maintained, and does not encourage lust to onlookers, and its better to avoid such in public.","/english/qa/26364/"
"380","
1
Question: Some governments and some companies in non-Muslim as well as Muslim countries deposit the salaries of their employees directly into their accounts in the banks. The employee does not get the money in his hand, although he can withdraw it whenever he wants. Now, if the statement of his account shows that the money has surpassed his annual expenses, is khums obligatory on it?","Answer: Khums is obligatory in what has surpassed his annual needs, except in the case of a government employee in a Muslim state that deposits his salary into a state or private bank. In the latter case, khums would not be obligatory on the salary that has been deposited in the bank until he [physically] takes possession of it. Then the salary will be included in his income of that year and khums will become obligatory on what is in excess to that year’s expenses.","/english/qa/15132/"
"381","
2
Question:  Is it permissible to use the Sihm-e Imam (a.s.) in charitable projects while there are tens of thousands of believers who are in need of bread, cloths, etc.?","Answer: In using the Sahm-e Imam (a.s.), it is important to consider the principle of priorities. It is a matter of obligatory precaution, the determination of “most important vis-à-vis the more important” should be left to the discretion of the most learned jurist who is well informed about the general situation.","/english/qa/15175/"
"382","
3
Question: Is it permissible to use the Sahm-e Im<U+00E3>m (a.s.) without seeking the permission of the marja‘ if a person can ascertain the need of any kind for its use with which the Imam (a.s.) would be pleased?","Answer: It is not permissible; and one cannot attain the approval of the Imam (a.s.) by using his portion of the Khums without seeking the permission of the most learned Marja‘ —in that it is possible that the Marja’s permission is part of the approval of the Imam (a.s.).","/english/qa/15176/"
"383","
4
Question: If a person acquires wealth without having worked for it , like, if someone gives him a gift, and that wealth exceeds his own annual expenses, does he have to pay Khums from the excess.","Answer: Yes, it is obligatory to pay Khums from it, if a year runs over it.","/english/qa/15280/"
"384","
5
Question: What is the difference between Khums and Zakat?","Answer: Both are obligatory; Khums is on the surplus to annual expenses. If your income exceeds the annual expenses of yourself and your family, Khums (20%) should be paid from the excess. As for Zakat, it is payable on cattle, crops and silver, raisins and dates in accordance to the Islamic rulings.","/english/qa/15178/"
"385","
6
Question: Is it obligatory for a woman to pay Khums on the cash amount that she receives from her husband as Mahr (dowry)?","Answer: It is not obligatory.","/english/qa/15179/"
"386","
7
Question: Can we give out of Sahm-e-Imam , as a donation to a hospital, that totally runs on charitable donations and is a non-profit making organization?
Can I give my Sahm-e Imam to a local mosque for its reconstruction and renovation?","Answer: You can spend the portion with permission from a Marja’ Taqlid or with permission from his representative (Wakil).","/english/qa/15180/"
"387","
8
Question: I am sayed and my brother is poor. He needs money to support his family and children.  Can I give him my Sahm-e Sadat from my khums?","Answer: Generally, it is permissible to give him Sahm-e Sadat.","/english/qa/25643/"
"388","
9
Question: Can I give Khums to my parents?","Answer: It is not permissible as they are your Wajibun-Nafaqa; i.e. it is obligatory for you to provide for their food, clothing and medical expenses, if they do not have a source of income.","/english/qa/25644/"
"389","
10
Question: Is it obligatory to pay Khums from my jewellery?","Answer: If you have used them within a year after you bought them or received them as gifts, Khums is not payable on them.","/english/qa/25645/"
"390","
1
Question: If a person breaks his oath, what is the penalty?","Answer: If a person takes an oath that he will perform an act (e.g. that he will fast) or will refrain from doing an act (e.g. that he will not smoke), but does not intentionally act according to his oath, he should give Kaffarah for it, he should fully feed ten indigent persons 750 grams of food stuffs (wheat or bread or rice), or should provide them with clothes.","/english/qa/15141/"
"391","
2
Question: What is the Kaffara for breaking one's fast intentionally?","Answer: One who has broken his fast intentionally he must, in addition to making up the Qadha of that day, and it is sufficient that he may feed 60 poor believer (Momin - abiding to the Islamic laws) to their fill or he must give 750 grams of food stuffs (wheat or bread or rice) to each one of them, or fast for 60 days.  One may authorise an agent, to perform the feedings of the poor on his behalf.","/english/qa/15142/"
"392","
3
Question: I travelled a day in the month of Ramadhan, and during the year I was unable to perform the Qadha fast, what is Kaffarah of delaying the Qadha of fast?","Answer: If a person does not give the Qadha of his fast until the next Ramadhan, he should give 750 grams of food stuffs (wheat or bread or rice) to the poor for each missed day and must perform the Qadha fast too.","/english/qa/15143/"
"393","
1
Question: If I pray with a leather belt or a wallet made from leather of a mayta and realize it during the salat or after finishing it but before the end of its time span or after the ending of its time span-what would become of that prayer?","Answer: The prayer with a wallet made from leather of a Mayta is valid just as it is acceptable to pray with a belt made from such a leather, provided that the probability of it being from an animal Islamically slaughtered is not a very low probability that would be ignored by sensible people.
In the second case [of very low probability], if he was ignorant [of this rule] and realized during prayer, he should take it off immediately and his prayer would be valid. The same rule would apply if he forgot [that he had the wallet or the belt on him] and remembered during prayer, provided that his forgetfulness was not a result of carelessness and indifference. In other cases, he will have to repeat prayer within the allocated time period or Qadha as a matter of obligatory precaution.","/english/qa/15138/"
"394","
2
Question: One of the famous trousers these days is the one known as jeans. It is made in non-Muslim countries. It has a piece of leather used as a label. It is not known whether the leather is that of an animal slaughtered Islamically or non-Islamically-is it permissible to say salat with these trousers?","Answer: Yes, it is permissible.","/english/qa/15139/"
"395","
3
Question: Clothing products in the West are made in many countries (China, India, etc…) and many leather products do not specify what kind of leather it is. In this case, what is the ruling on wearing such products?
Answer: If you are not certain that the leather is natural, the leather product is treated as pure and it is not necessary to investigate. And if you are certain the leather product is natural and you do not consider it probable that it may have been imported from an Islamic country or made from the hide of an Islamically - slaughtered animal, the leather is treated as impure and prayer in it is not permissible. In cases other than the ones mentioned above, the leather is pure and prayer in it is permissible. ","","/english/qa/15502/"
"396","
4
Question: What is your ruling on buying and using leather products in non-Muslim countries?","Answer: Leather products are impure (Najis) and prayer (Salat) in them is not permissible, if we know that they have been made from the hide of an animal not slaughtered according to Islamic laws. Such products are considered pure and prayer with them is permissible, if there is a probability that they were made from skin of an animal that is essentially Hal<U+00E3>l and was slaughtered according to Islamic laws.","/english/qa/15140/"
"397","
5
Question: We Muslims in Europe buy shoes, belts and other clothing items made of leather which may come from animals killed in non-Islamic way. At times such items are imported from Muslim countries or obtained from Muslim abattoirs here (since there are a few Muslim abattoirs in the U.K. for example). Can we consider such leather to be pure (t<U+00E3>hir) in the probability that it might have been imported from Muslim countries or obtained from abattoirs adopting Islamic way of slaughtering, even if such a probability is very weak?
Answer: If the probability is so weak that the opposite is more likely (for example, 2%), it should not even be considered. Otherwise [if the probability is high], there is no problem in considering it to be pure (T<U+00E3>hir).","
","/english/qa/15422/"
"398","
1
Question: Is it permissible to lie about your qualification in order to get a government post?","Answer: It is not permissible.","/english/qa/15135/"
"399","
2
Question: Can I lie to my future husband about my past?","Answer: It is not permissible to tell him what is not true, it is not obligatory to inform him about all your past, and one should not expose their sins and secrets to anyone.","/english/qa/15136/"
"400","
3
Question: Is it permissible to tell a lie, when there is a danger threatening your life?","Answer: It is permissible in the said supposition.","/english/qa/15137/"
"401","
1
Question: A person has entered a country as a visitor and his passport was stamped that he was not allowed to work. If he works illegally and gets the money 'under the table', is it halal?
Answer: If the visa was granted against an undertaking that the person should not engage in any sort of employment during the period of his stay in the country, his infringement of the undertaking is Haram. However, this should not deny him the wages for the work; it is permissible that he has the right of disposal over it as he deems fit.","
","/english/qa/15383/"
"402","
2
Question: Is it permissible for a Muslim to give false information to government departments in Europe to gain some financial or abstract benefits, through proper channels?","Answer: It is not permissible because it is lying.","/english/qa/15384/"
"403","
3
Question: Is it permissible to steal from the unbelievers in their countries, or defraud them?","Answer: It is not permissible to steal from their private and public property, nor is it permissible to cause any damage to such property, since the said acts could tarnish the reputation of Islam and Muslims in general. Notwithstanding the above, it is not permissible, for it amounts to treachery and breach of implicit trust, when applying for entry visa or residence. Treachery and breach of trust directed against anybody is Haram.","/english/qa/15385/"
"404","
1
Question: What is the [minimum] limit of the difficulty (al-haraj) that lifts the prohibition? Is exorbitant price [for a hal<U+00E3>l item] that could still be bought with [financial] strain or by getting a loan a [valid] example that would make a har<U+00E3>m [but cheap alternative] item permissible religiously?","Answer: The circumstances are different in this [case], and the criterion is the extreme hardship that is not normally tolerable.","/english/qa/15131/"
"405","
2
Question: Some trading and manufacturing companies get loans from private or state banks in Muslim countries and also from other [non-Muslim] institutions with the condition of interest; and they also earn interest on the deposits they leave in those banks. Are we allowed to buy shares from these companies or be partners in their ventures?","Answer: If the partnership with them is like participating in their interest-bearing activities, it is not allowed. However, if Muslims own the company and it receives interest from the banks of non-Muslims, there is no problem [in buying its shares or partnership] from this perspective.","/english/qa/15133/"
"406","
3
Question: Banks in the West give loans —known as mortgage— to those who do not have enough money to buy houses; this is to be paid back in [weekly or monthly] instalments with a high rate of interest. Is a Muslim allowed to use this facility? If it is not permissible, is there a solution in your view for someone who claims that he needs the mortgage to buy his own residential house and does not possess enough money to pay for it?","Answer: It is permissible to take the money from the bank that is financed by non-Muslim government or private funds but not with the intention of loan. The knowledge that the bank will sooner or later force him to pay the capital as well as the interest does not affect [the lawfulness of] his taking the money.","/english/qa/15134/"
"407","
1
Question: I work at an exchange office but they also make me sell lottery. Is it permitted to sell lottery in this case?","Answer: Buying and selling lottery tickets are not permissible. Yes, it is permissible to take part in a lottery with the intention to contribute in a charitable project such as building a mosque or a bridge not with the intention of earning a profit or a prize.","/english/qa/15125/"
"408","
2
Question: [Lottery] is a well-known game in America and is the closest thing to [yanasib], if it is not exactly the same. Is it permissible for a Muslim to engage in the sale of lotteries with special machines with the justification that it is rescuing (istinqadh) wealth from the hands of the unbelievers?","Answer: If he is authorized by an established company to offer and distribute them (lottery tickets) among non-Muslims, then it is permitted and he should seize the wealth with the justification of rescuing (istinqadh) it and not with the intent of selling (the lottery tickets). Alternatively, the Muslim seller takes it (money) in return for his relinquishment of his right (over the lottery tickets), if he had any special right over them.","/english/qa/15129/"
"409","
1
Question: Is it permissible for a Muslim man to go to a mixed swimming pool with the knowledge that the women there swimming suits form and would not listen to any admonishing?","Answer: Although looking without bad thoughts or lustful intentions at the women who are indecently dressed (and who would not listen to you if you wish to admonish them) is allowed, yet based on obligatory precaution, going to such places is absolutely forbidden.","/english/qa/15126/"
"410","
2
Question: Is looking at one's mother's face Ebadah (a kind of worhsip)?","Answer: Yes, as stated in a tradition, if you look at her face out of kindness and respect when she is old and emaciated, it is a kind of worship.","/english/qa/15127/"
"411","
3
Question: Can I look at a girl whom I intend to marry in the future? I mean can I look at her body in order to see if she is suitable for me or not? There is a probabality that if I like her, I mighy marry her.","Answer: If there is a probability that you will marry her, you can look at her only once.","/english/qa/15128/"
"412","
1
Question: What is your ruling on buying and using leather products in non-Muslim countries?","Answer: Leather products are impure (najis) and sal<U+00E3>t in them is not permissible, if we know that they have been made from the hide of an animal not slaughtered according to Islamic laws. Such products are considered pure and salat in them is permissible, if there is a probability that they were made from skin of an animal that is essentially hal<U+00E3>l and was slaughtered according to Islamic laws.","/english/qa/15121/"
"413","
2
Question: A Muslim dies in a non-Muslim city that has no Muslim graveyard and the family of the deceased cannot transfer the body to a Muslim country because it cannot afford the cost of transportation. In such cases, is it obligatory upon the Islamic centers that are responsible for Muslims’ affairs to provide the cost of transportation? And is this obligatory upon the Muslims who reside in that city?","Answer: If burying the deceased in an appropriate grave in that same city or other city (excluding non-Muslim graveyards) depends on spending some money, and neither has he left any estate that can pay for it nor are the heirs capable of providing for it—then it is w<U+00E3>jib kif<U+00E3>’i upon the Muslims to provide for it. And it is permissible to count it from the religious or charitable dues applicable to him.","/english/qa/15122/"
"414","
3
Question: A Muslim died in a non-Muslim city that has no Muslim graveyard; and although it is possible to transfer the body to a Muslim country for burial but the cost of transportation is exorbitant—is this a sufficient [reason] for burying the body in the graveyard of non-Muslims?","Answer: This is not a sufficient [reason].","/english/qa/15123/"
"415","
4
Question: In some non-Muslim countries, the corpse is placed in a coffin and then buried in the grave. What is our duty in such a situation?","Answer: There is no problem in placing the corpse in a coffin when burying him in the ground. However, the religious requirements of burial must be fulfilled; and one of those requirements is that the corpse be placed on its right side with the face towards the qiblah.","/english/qa/15124/"
"416","
1
Question: What is the philosophy of mourning for Imam Husain and his children?","Answer: The philosophy of mourning during 'Ashura, is to respect and revive the symbols of religion and remember the suffering of Imam Hussain (a.s.), his companions, and his uprising to defend Islam and prevent the destruction of the religion by Bani Umayyad dynasty. These rites must be done in such a way that in addition to serving that purpose, it draws the attention of others to these lofty goals.","/english/qa/15119/"
"417","
2
Question: Is lamentation for Imam Husain (as) recommended?","Answer: Yes, it is.","/english/qa/15120/"
"418","
1
Question: If my wife wants me to masturbate in front of her, is it then allowed?","Answer: You are not allowed to excite yourself with your own hands, but you can do it with your wife's hand.","/english/qa/15225/"
"419","
2
Question: What does Islam say about masturbation? If a man is doing this, what type of punishment will he deserve and how can he do Tawbah?","Answer: He has committed a forbidden act. He seek divine forgiveness and repentance would be sufficient for forgiveness.","/english/qa/15226/"
"420","
3
Question: When I am unable to do Muta’h (temporary marriage), am I allowed to masturbate?","Answer: Masturbation is not permissible under any circumstances.","/english/qa/15227/"
"421","
4
Question: Is it permissible for a man to masturbate in order to prevent himself from falling into a bigger sin?","Answer: It is not permissible","/english/qa/15228/"
"422","
5
Question: f my wife wants me to masturbate in front of her, is it then allowed?","Answer: You masturbate using your own hand. If your wife helps you ejaculate, there would be no objection.","/english/qa/15115/"
"423","
6
Question: What does Islam say about masturbation? If a man is doing this what type of punishment will he deserve and how can he do get Tawba?","Answer: He has committed a forbidden act. Repentance and seeking God's forgiveness would be sufficient for forgiveness.","/english/qa/15117/"
"424","
7
Question: When I am unable to do Muta’h (temporary marriage), am I allowed to masturbate?","Answer: Masturbation is not permissible under any circumstances.","/english/qa/15118/"
"425","
8
Question: Some companies have produced an item similar to the woman’s vagina that some men would place over their penis at bedtime for carnal desire. Is this classified as masturbation that is forbidden?","Answer: It is har<U+00E3>m if he seeks to ejaculate intentionally or ejaculation is normal [in such a circumstance] for him. Rather, based on obligatory precaution, he must refrain from it, even if he is confident of not ejaculating.","/english/qa/15319/"
"426","
1
Question: Is it permissible to listen to revolutionary songs accompanied by sounds of piano, lute, drum, wind-pipe, and electronic piano?","Answer: If the music accompanying it is that which is suitable for entertainment and amusement gatherings, it is not permissible to listen to it.","/english/qa/15105/"
"427","
2
Question: Is it permissible to listen to religious songs in praise of Ahlul Bayt (a.s.) that are accompanied with music?","Answer: Songs (al-ghin<U+00E3>’) are har<U+00E3>m absolutely. However, singing praise [of the Prophet or the Ahlul Bayt] that is sung with a good tune but is not in ghin<U+00E3>’ form is without problem.
As for the music, it would be allowed, if it is not suitable for entertainment and amusement gatherings.","/english/qa/15106/"
