"","Question","Answer"
"1027","السؤالفقدت عملي منذ سنوات والظلم واقع علي مع اني اكثر من تلاوة القرآن والذكر والصلاة على حضرة النبي صلى الله عليه وآله وزيارة أهل البيت ومولانا الحسين عليهم السلام كثيرا فماذا أفعل؟ بالله عليك؟ وهل لفضيلتكم علاقة بالشيخ باسم النجفي؟","بسمه سبحانه اعلم يا بني، ان الرزق مقسوم قد تولاه العالم القادر على كل شيء وهو يعلم ما يصلح عباده وما يفسد فيمتحن هذا بضيق ذات اليد ويمتحن هذا بكثرة المال وتحت الحكمة الغالية الالهية القادرة على كل شيء ومعلوم ان التسليم لأمر الله وقضائه أساس الايمان وروح التقوى التي بها تقبل الاعمال ونرجو بها النجاة يوم القيامة وأكثر من الاستغفار خصوصا صباحا وعند النوم والله ولي الصالحين."
"1028","السؤالنصيحة جديدة وترغيب؟","بسمه سبحانه عليك مواصلة الاتصال معنا والالتزام بتقوى الله واستفد مما ينشر في موقعنا على الانترنيت والله الهادي."
"1029","السؤالسؤالي ليس فقهياً ولا يتعلق بمسألة شرعية وإنما يتعلق بي كشخص يملك روحاً ويملك مواطن قوة ومواطن ضعف.
فأنا أعيش ولله الحمد مع والدي ووالدتي واخي.
ولله الحمد الحال مستور وأنا في 25 من العمر وأعمل بمصنع في نفس الدولة حيث اني أعيش بالبحرين، وفي الآونة الاخيرة أحسست ان ضيقاً يصيبني على فترات وأحس روحي ضعيفة وانه يصعد بي إلى السماء ولا يكون لي بال إلى أي شيء وما احب حتى نسمات الريح تداعب وجهي واحس بتعب كبير في قلبي وأكون ضعيفا امام نفسي الامارة بالسوء ولا أعرف ما هو السبيل للتخلص من هذا الامر.
أحيانا احب ان اكون في مواجهة مع طبيب نفساني ولكن انا لا اعاني من مرض نفسي ولكن احب ان اتواجه واعرف ما بنفسي وداخلي لكي أتمكن من التصدي له ولكن لا أعرف كيف ولا أعرف ما هو الحل إلى هذا الامر الذي ينتابني في كثير من الاحيان وبالاخص ان كنت وحيدا مع نفسي وأتمنى من سماحتكم حل ما بنفسي؟
","بسمه سبحانه ينبغي لك الالتزام ببعض الرياضات البدنية المباحة التي تليق بصحة عمرك ومقتضى الصحة كما أنصحك بالالتزام ببعض المستحبات مثل صلاة الليل وقراءة مائة آية من القرآن قبل النوم كل ليلة والله الشافي."
"1030","السؤالكتب تبين فضل الزوجة الصالحة وعلامات الصلاح في حياتها وكيف تكون صالحة؟","بسمه سبحانه ارجع إلى "
"1031","السؤالكتب تنصحونا بقراءتها لمن يريد ان يقدم على الزواج سواء للمرأة او للرجل؟","بسمه سبحانه اقرأ عما يخص حقوق الزوجين من الروايات في مكارم الاخلاق في وسائل الشيعة ما ورد في آداب النكاح. والله الهادي."
"1032","السؤالارشدوني إلى كتب تتحدث عن الموت وعذاب القبر وكل ما يتعلق بذلك؟","بسمه سبحانه احسن ما في هذا الباب الآيات القرآنية مثل سورة القيامة اذا تأملت فيها في ضوء ما روي من اهل البيت عليهم السلام في تفسيرها، وهناك روايات ذكرها صاحب البحار ما يخص منه بنشأة الآخرة راجع كتاب الكافي ما يتعلق بالقبر. والله الهادي."
"1033","السؤالهل يمكن ان تعطيني بعض اقوال الرسول والأئمة عليهم الصلاة والسلام تخص الشباب وان تكون موجهة وأن تبعدني عن الامور السيئة؟","بسمه سبحانه اقتن يا بني كتاب (تحف العقول) وكذلك (نوادر الحكم) الحاوي لكلمات أمير المؤمنين عليه السلام القصار، وتأمل في وصفه للمتقين في كلامه مع همام أحد أتقياء أصحابه (رضوان الله عليه) وتأمل في المناجاة المروية عن الامام السجاد عليه السلام والتي ذكرها الشيخ المحدث القمي قدس سره في كتاب مفاتيح الجنان. والله الموفق وهو الهادي."
"1034","السؤالأود ارشادي إلى طريق ينجينا من فتن هذا الزمان؟","بسمه سبحانه التزم يا بني بتقوى الله في السر والعلانية واحفظ لسانك عن كل ما لا يعنيك واحفظ كرامة المؤمنين ولا تدخل فيما لا تعلم حليته وابتعد من الفتن التي تثار هنا وهناك، أرجو الله أن يمن عليك بالالتزام بما نصحتك والسلام."
"1035","السؤاللقد أرسل لي أحد الأصدقاء رسالة القاطنين في جمهورية ايران الاسلامية انه يمكن ايجاد فرصة عمل لي مع الدراسة في جمهورية اذربيجان واخبرني ان اغلب اهلها من الشيعة الاثني عشرية وقد وجدتها فرصة لإكمال دراستي هناك مع فرصة عمل وللوضع الذي نمر فيه في العراق الجريح.
وسؤالي هو هل هناك مكتب او أي شخص يمكننا الاتصال به هناك تابع لمكتبكم واين يمكنني الاتصال به لو يسر الله لي السفر حتى نستعلم منه لو احتجنا إلى أي شيء يخص امور الدين والمذهب خاصة وان اذربيجان كانت فيما مضى تحت وصاية الحزب الشيوعي الذي اذاق الناس هناك الامرين وخاصة المسلمين منهم؟  
","بسمه سبحانه في الوقت الحاضر لا يوجد لنا مكتب هناك والله الموفق."
"1036","السؤالنتوقع من المراجع والوكلاء والمعممين ان يكونوا خدمة لتبليغ رسالة الرسول والائمة للناس فكيف نلاحظ العكس تماماً فهناك حاجز كبير بينهم وبين العامة لا يتخطى هذا الحاجز الا المقرب او ذو حظ كالشهادة او الجاه  او المال فانا في ام عيبني اشاهد سطوت الوكلاء بل حتى المعممين البسطاء بالعلم لهم مكان خاص في الحسينيات وغيرها وغالباً لا يجلس بجانبهم الا مميز بجاه او مال او احد من اصنافهم والانسان العادي لا يتجاوز هذا الخط واذا تجاوزه لا يمكث طويلاً فيه واين علي ابن ابي طالب الذي اقال عامله بالبصرة لانه ذهب الى دعوت غذاء فأخره , فانا اتحدى أي مرجع يعملها مع ان هذا هو الذي يمتاز به وكلائهم في يومنا الحاضر , والسلام عليكم ورحمة الله .","بسمه سبحانه  لست ادري ما تقصد بهذه الكلمات فهل جئتني يوماً في مكتبي في وقت جلوسي لاستقبال الناس ومنعك احد للاقتراب مني , كن واقعياً يا بني ثم اني لا اقول بعصمة الوكلاء للمراجع – حفظهم الله – يمكن ان يصدر من كل احد غير معصوم هفوة غير متعمداو متعمدة – العياذ بالله – وهذا لا يسوغ لك الحكم على الجميع في جميع الاحوال ثم كأنك لا تعلم الظروف التي تحيط بنا بجميع المراجع ووكلائهم من جهة الانفلات الامني مما جعل المراجع ان يتخذوا اجراءات معينة من التفتيش والمراقبة والحراسة المسلحة على ابوابهم ثم لِمَ لا تستفيد من الطرق المتاحة للاستفتاء كما استعنت بسؤالك للوصول الى "
"1037","السؤالاذا اردنا ان نعرف ارائكم الفقهية العقائدية الى من نرجع من الاحساء , وبعبارة اخرى من هو وكيلكم المعتمد في الاحساء وموطن ثقتكم خصوصاً في نقله للامور العقائدية ؟","بسمه سبحانه لنا وكلاء في المنطقة منهم فضيلة حجتة الاسلام والمسلمين العزيز الشيخ (علي الدهنين ) دام عزه وتوفيقه فاستعينوا به موفقين . "
"1038","السؤالإذا توفي المجتهد فما حكم وكيله؟ ","بسمه سبحانه تنتهي كل الوكالات والأذون في حال موت المرجع. والله العالم "
"1039","السؤالما حكم الشخص الذي ينقل كلام او فتوى عن فقيه ولم يقل بها ذلك الفقيه رغم ان نقله للكلام يسبب اضلال عدد كبير من الناس بسبب ثقتهم به ؟","بسمه سبحانه انه كذب وافتراء وروي من كان سبباً لضلال احد لن يقبل الله شيئاً من اعماله ما لم يهد من أضل, والله العالم."
"1040","السؤالهل يستطيع وكيل الحاكم الشرعي ان يؤدي وظيفة الحاكم نفسه ام لا؟","بسمه سبحانه الوكيل يجب ان يتقيد بنصوص الوكالة فلا يتعداها , والله العالم ."
"1041","السؤالهل اجاز سماحة شيخنا الجليل احداً من تلامذته او من غيرهم بالاجتهاد ومن هم؟","بسمه سبحانه  من اجزناه او ادعى ذلك عليه ان يبرز توقيعنا وتصريحنا به موفقاً, والسلام."
"1042","السؤالنقل البعض عنكم انكم أجزتم بعض الافاضل من الطلبة القطيفيين بالاجتهاد فهل هذا النقل صحيح؟ وهل بالامكان ان تذكروا لنا بعض الذين اجزتموهم بالاجتهاد؟ وما وصيتكم لنا تجاههم؟","بسمه سبحانه من اجزناه كتابة تجد لديه نسخة من اجازتنا فتأمل واسأل تعرف, والله الهادي."
"1043","السؤالنحن من سكان مدينة الدمام من المنطقة الشرقية ونريد ان نسال من هم وكلاء سماحتكم الذين يمكننا مراجعتهم في منطقتنا ؟ ","بسمه سبحانه  هناك لنا وكلاء من السادة وغيرهم فمن ادعى الوكالة او المأذونية او الاجازة عنا فعليه ان يبرزها مشكوراً , والله الموفق . "
"1044","السؤالهل يوجد لسماحتكم وكلاء في المملكة العربية السعودية وخصوصاً بالمنطقة الشرقية ؟","بسمه سبحانه  لنا وكلاء في الاحساء والقطيف معروفين , والله الهادي .  "
"1045","السؤالشخص قبل ان يكون مكلفاً كان ياخذ الاحكام الشرعية من اخوانه الكبار الذين كانوا  يقلدون السيد الاستاذ ابو القاسم الخوئي ( رحمه) وبعد وفاته رحمه الله بلغ الشخص ؟ فهل يعدل الى السيد السيستاني ام يبقى تقليده الاول ؟ ","بسمه سبحانه عندي لا يجوز تقليد الميت لا ابتداءاً ولا بقاءاً ويجب تقليد اعلم الاحياء من فقهائنا الابرار , ويجب تمييز الاعلم من غيره بالرجوع الى اثنين من اهل الخبرة , ولا يكون الشخص من اهلها الا اذا كان مجتهداً او اقترب من الاجتهاد ويكون ذا تقوى وورع لئلا يبيع دينه بدنيا غيره , وتكون له معاشرة علمية  مع الفقهاء الذين يريد ان يميز بينهم ويكون ذا وعي لئلا ينخدع بالمظاهر الخلابة ."
"1046","السؤالاذا تصدى احد اهل الخبرة بالشهادة باعلمية احد الفقهاء الذين تصدوا للمرجعية متأخراً وتوجد شهادات بالاعلمية للمطروحين سابقاً وليس من ضمنهم المتصدي مؤخراً, فهل تكون هذه الشهادات القديمة معارضة للشهادة الحديثة للمرجع المتصدي متأخراً ام ان الشهادة المتأخرة هي الحجة لان موضوعها تام وأشمل؟","بسمه سبحانه لا تثبت الاعلمية الا بشهادة العدلين الواجدين للشرائط التالية
1- ان يكون كل منهما مجتهداً او قرب من الاجتهاد.
2- ان يكون لكل منهما معاشرة علمية بشكل او بآخر مع جميع العلماء الذين يريدان ان يفاضلا بينهما.
3- وان يكون كل منهما نبيهاً واسع الذهن لا ينخدع عقله بالمظاهر الخلابة.
4- وان يكونا عدلين ديّنين لا يبيعا دينهما بدنيا غيرهما, والله العالم.
"
"1047","السؤالبالنسبة لشهادات اهل الخبرة حول اعلمية مرجع التقليد , لو شهد اثنان عادلان من اهل الخبرة بانها منحصرة مثلاً بثلاثة مراجع (فلان وفلان وفلان) وذلك بأن يكونوا مثلاً في مستوى علمي واحد وشهد اثنان عادلان من اهل الخبرة ايضاً بأعلمية زيد من مراجع التقليد, في هذه الحالة هل يأخذ بالشهادة القائلة بأعلمية الثلاثة المراجع او نأخذ بالشهادة المحصورة في فقيه واحد؟","بسمه سبحانه ما معنى قولك أعلمية الثلاثة تأمل في معنى الأعلم لتعرف عثرة قلمك ثم ينبغي ان تعلم يجب ان يكون الشاهد في الاعلمية مجتهداً او قريب من الاجتهاد مع معاشرة علمية مع كل من يريد ان يفاضل بينهم وان يكون تقياً لا يبيع دينه وان يكون ذا وعي فلا ينخدع في المظاهر الخلابة واعلم يا بني (لوترك القطا لغفا ونام) لو ترك الماء على طبيعته لاستقر في المنخفض فعليه اذا توفرت البينة في اكثر من واحد فيكون هناك تخيير, والله العالم."
"1048","السؤالفي حالة تعارض البينات في التقليد هل للعدد أي دور في الترجيح وما هي المرجحات بصورة عامة ؟","بسمه سبحانه   ان كانت الكثرة قد اوجبت العلم فهو المقدم ان لم تفد فيتعامل مع البينتين معاً معاملة الامارتين المتعارضتين , والله العالم . "
"1049","السؤاللقد ترددت الاجابة بالنسبة لتقليد الاعلم من خلال الحوزات العلمية او شهادة عدلين بشروط ولكن لم اجد اجابة حازمة بصراحة بالنسبة لهذا الموضوع واصبحت في متاهة البحث وقراءة العديد من رسائل المراجع لكي اقلد احدهم ونظراً لعدم استطاعتي بالاتصال باي الحوزات ارجو افادتي , فمن اقلد وكيف بتعدد المراجع العظام اطال الله باعمارهم لقد بحثت واحسست ان الاجابة غير انحيادية بل انحيازية ؟","بسمه سبحانه يجب تقليد الاعلم ويتم تشخيصه بالرجوع الى اهل الخبرة ويجب توفر شهادة اثنين منهم ولا يكون الشخص من اهل الخبرة الا اذا توفرت فيه الامور التالية
1- ان يكون كل منهما مجتهداً او قرب من الاجتهاد.
2- أن يكون تقياً ورعاً.
3- ان تكون له معاشرة علمية مع العلماء والمراجع الذين يريد ان يميز الاعلم من بينهم.
4- ان يكون ذا وعي لئلا ينخدع بالمظاهر الخلابة وان لم تتمكن من الوصول إلى اهل الخبرة فالعمل بالاحتياط .
واعلم ان كل من يفتي بوجوب الاعلم ثم يتصدى للافتاء والمرجعية لابد من انه يعتقد نفسه اعلم من غيره والا لم يجز له التصدي , والله العالم .
"
"1050","السؤالما هي وظيفتنا او تكليفنا الشرعي نحن العوام تجاه من يدعي الأعلمية او الولاية العامة وغيرها من المسميات واصحابها الذين ظهروا فجأة بعد سقوط النظام المجرم ونحن في ظل ظروف الاحتلال وتكالب الاعداء على الاسلام واهله ورموزه وقادته نصيحة ابوية من سماحة المرجع المجدد الشيخ بشير النجفي _دام ظله_؟","بسمه سبحانه  اعلم يا بني قد قلت مراراً وقال العلماء من قبلي ان الاعلمية والصلاحية للتقليد تثبت بشهادة اهل الخبرة والذين توجد بهم الصفات التالية
1-ان يكون مجتهداً او قرب من الاجتهاد.
2- أن يكون تقياً ورعاً.
3- ان تكون له معاشرة علمية مع العلماء والمراجع الذين يريد ان يميز الاعلم من بينهم.
4- ان يكون ذا وعي لئلا ينخدع بالمظاهر الخلابة ولا ينفعل بالدعايات الفارغة فعليك التقليد في ضوء شهادة اهل الخبرة ونبه الغافلين وفهّم السذج من الناس من اخوانك لئلا يبيعوا دينهم بدنيا غيرهم، والله الموفق.
"
"1051","السؤالفي حالة تعذر الوصول الى الاعلم بسبب تعارض شهادات اصحاب الخبرة فهل يجوز تقليد أي من المجتهدين الذي يتوقع ان تكون له الاعلمية ؟ واذا كان "," بالنفي فما هو العمل في هذه الحالة ؟"
"1052","السؤالهناك الكثير من المجتهدين ليسوا اعلم الاحياء لكن لديهم الكثير من المقلدين فهل ان تقليد هؤلاء المجتهدين مبرأ للذمة ؟","بسمه سبحانه قلنا ان الطريق السليم هو الاعتماد على شهادة اهل الخبرة والشياع بين العوام ليس دليلاً اذ للشهرة بين الناس اسباب كثيرة جلها لا يقرها الشرع المقدس , والله العالم . "
"1053","السؤالاذا لم يتمكن شخص من الوصول الى الاعلم بسبب تعارض شهادات ذوي الخبرة والاختصاص فما حكمه ؟","بسمه سبحانه  اولاً هناك مثل عربي ( لو ترك القطا لغفى ونام ) ولو تركت الامور تجري في مسارها لما وصلت النوبة الى ذلك وان حصلت فالاحوط الالتزام بالاحتياط , والله العالم . "
"1054","السؤالمن هم اصحاب الخبرة والاختصاص؟ وهل ان اصحاب الخبرة الذين يقرون بالاجتهاد لأحد المجتهدين هم نفسهم الذين يرجع اليهم العوام في تحديد الاعلم ؟","بسمه سبحانه ارجع الى جواب سؤال رقم 3 في القائمة المرافقة لهذه القائمة."
"1055","السؤالفي باكستان يقوم المسيح والهندوس والسيخ بتوزيع الماء السبيل في عاشوراء ، هل يجوز لنا أن نشرب منه؟","بسمه سبحانه ما لمسه الكافر فهو نجس . والله العالم"
"1056","السؤالأنا أعيش في الهند والغالبية (86<U+066A>) من غير المسلمين، ما حكم تناول الطعام أو الماء من غير المسلمين في الهند؟","بسمه سبحانه ما يطبخه غير المسلم إن لمسه برطوبة أو لمس الإناء الذي طبخ فيه برطوبة فهو نجس وحرام. والله العالم"
"1057","السؤالهل يجوز الترحم على غير المسلمين المتوفين عند ذكرهم؟","بسمه سبحانه لا يجوز طلب المغفرة وأما طلب الرحمة ولو بتخفيف العذاب أو زيادة النعمة في الدنيا فلا مانع من ذلك. والله العالم"
"1058","السؤالهل يجوز للمسيحية الخادمة أن تخدم في بيت لأجل القيام بأعمال التنظيف وغسل الصحون والملابس وتقطيع الخضار؟","بسمه سبحانه اعلم يا بني أن رطوبة جسمها وعرقها نجس وكل ما تلمسه من أثاث المنزل وأدوات ومواد الطبخ والملابس وغير ذلك برطوبة فهو نجس. والله العالم"
"1059","السؤالورد في رسائل العلماء (رحم الله الماضين منهم وحفظ الباقين) أن الناصب العداء لأهل بيت النبي (ص) نجس، والآن هل يعتبر عناصر داعش الإرهابية من النواصب وبالتالي يحكم بنجاستهم؟","بسمه سبحانه كل من يظهر العداء لأهل البيت (ع) فهو نجس كما عرفت يا بني ولِمَ تشك في الدواعش أنت؟ والله الهادي"
"1060","السؤال1 - شخص أسلم حديثاً و أهله كفار ، فما حكم الأكل من أكلهم بالنسبة له و خاصة إنه يقع في حرج شديد من البعد عنهم ؟ 2 - و لو فرضنا أن الأب أو الأم يطلبان من الولد المواكلة معهم و يلزم نفورهم منه و الأذية منه إن لزم تركه الأكل و الشرب معهم ؟ 3 - و ماذا عن بقية أرحامه من أخوانه و أخواته و أعمامه و عماته ، إلخ ؟ 4 - و ماذا عن مسائل أخرى تتعلق بلمس متعلقاته مثل غسل الثياب و الصحون و غيرها ؟ 5 - و ماذا عن زوجة والده إن كانا كلاهما كفاراً و كيف يتعامل معهما إذا ذهب لزيارة والده ؟","ج1/ بسمه سبحانه إعلم يا بني أن المحافظة على الدين أصعب من المحافظة على جمرة من نار في الكف بدون حاجب فهذا الشخص بين حالتين أما أنه يتمكن من إقناع أهله خصوصاً الوالدين بالإسلام و تلك الغاية العظمى و له أجر الإهتداء و الهداية فإن لم يتمكن من ذلك فليبتعد بهدوء البال و بهدوء الطريق عن الكفار و لا يجوز له أكل الحرام و النجس من يد أهله و أقاربه و لكن يجب عليه معايشتهم بالأخلاق قدر المستطاع . و الله الهادي و هو الموفق 
ج2/ بسمه سبحانه علم "
"1061","السؤالهل يجوز للنفساء أن تلتجئ إلى قاعدة الإمكان عند الشك وقابلية الدم للنفاس؟","بسمه سبحانه إن كانت ذات عادة فنفاسها بمقدار العادة وما زاد عن ذلك فإما حيض أو استحاضة وإن لم تكن ذات عادة فالنفاس لا يزيد عن عشرة أيام وما زاد عن ذلك إما حيض أو استحاضة. والله العالم"
"1062","السؤالإذا استمر الدم بالنفساء مدة طويلة إلى شهر أو شهرين وعملت عمل المستحاضة فكيف تصنع بعادتها الشهرية؟ ومتى تعرف أن عادتها الشهرية قد جاءتها بعد نفاسها؟","بسمه سبحانه إن كانت ذات عادة مضبوطة مثل الحمل والوضع حتى ترى نفسها حائضاً في أيام عادتها.
وإن لم تكن لها عادة مضبوطة بأن كانت مضطربة فإن أمكنها التمييز عملت بمقتضاه، وإن كان الدم كله بصفة واحدة فهي ترجع إلى العمل بالروايات فتتحيض عشرة أيام في شهر وثلاثة أيام في شهر آخر. والله العالم
"
"1063","السؤالقال بعض الأعاظم (قدس) امرأة مبتدئة، فإذا رأت الدم بالولادة، فعندئذ إن لم يتجاوز الدم العشرة جعلته كله نفاساً، والسؤال هو إن تجاوز العشرة فهل عليها أن ترجع إلى عادة أقاربها وإن لم يمكن ذلك فإلى العدد أو لا؟","بسمه سبحانه النفاس لا يزيد على عشرة أيام وبعد انتهائها من النفاس ترجع إلى التمييز وإن عجزت فإلى عادة أقاربها وإلا فالروايات إن استمرت فتتحيض عشرة أيام في شهر وثلاثة أيام في شهر آخر. والله العالم"
"1064","السؤالإمرأة ولدت بالولادة القيصرية بفتح البطن ولم ينزل دم منها من الموضع المعتاد وإنما كان يترشح من الجرح فهل تعتبر ذلك نفاساً لها؟","بسمه سبحانه لا يعتبر نفاساً في مفروض السؤال والله العالم."
"1065","السؤالإذا اجري للمرأة الحامل عملية قيصرية لإخراج الجنين بشق البطن وإخراج الطفل وبعدها يخرج الدم من الرحم هل يعد هذا الدم نفاساً؟","بسمه سبحانه إذا وجدت فيه شرائط النفاس يعتبر منه والله العالم."
"1066","السؤالما حكم الدم الذي تراه النفساء إذا كانت الولادة قيصرية فهل هو دم نفاس أو غيره؟","بسمه سبحانه إذا لم يتوفر فيه شرائط الحيض وتوفرت فيه شرائط النفاس فهو نفاس وإن لم توجد صفات أي من الحيض والنفاس فهو استحاضة والله العالم."
"1067","السؤالأود أن تشرحوا لي بالتفصيل كيفية غسل النفاس ؟","بسمه سبحانه الأغسال الواجبة هي الجنابة و الحيض و النفاس و غسل الميت و مس الميت و غسل الإستحاضة إذا كانت متوسطة أو كثيرة حسب التفاصيل المذكورة في رسالتنا العملية .
أما طريقة الغسل فإن كان أمامك ماء كثير يمكنك أن ترتمس بكامل الجسم برمي جسمك فيه بعد النية و في هذا يجب أن يصل الماء إلى جميع جسمك في وقت واحد أما بغير الإرتماس فبعد إزالة النجاسة عن جسمك تغسل رأسك مع الرقبة ثم الشق الأيمن ثم الشق الأيسر . و الأحوط أن تضم الرقبة عند غسل كلا الجانبين و يجب إيصال الماء إلى تمام الجسم و في كل موضع بالنحو اللازم و المؤكد و لمزيد التفصيل راجع رسالتنا العملية . و الله العالم "
"1068","السؤالما هي أقصى مدة للنفاس؟ ","بسمه سبحانه ان كانت نفساء مستقيمة العادة الشهرية فنفاسها أقصاه مقدار عادتها وان كانت غير مستقيمة العادة فأقصى نفاسها عشرة أيام. والله العالم"
"1069","السؤالهل تصح النوافل للمستحاضة بأغسال مستقلة؟","بسمه سبحانه إذا كان عليها أكثر من غسل كالجنابة فهو مغنٍ عن بقية الأغسال، أما غسل غيره فلا يغني. والله العالم"
"1070","السؤالهل تكفي أغسال فرائض المستحاضة للنوافل؟","بسمه سبحانه نعم تكفي. والله العالم"
"1071","السؤالإذا شكت المرأة المستحاضة أن استحاضتها هل هي الصغرى أو الوسطى فهل يجب عليها الاختبار لمعرفتها لكي تعمل عملها إن أمكن وإلا فالاحتياط؟","بسمه سبحانه يجب عليها معرفتها بالطرق التي بيناها في الرسالة العملية. والسلام"
"1072","السؤالهل يجوز للمستحاضة الكثيرة أن تفصل بين صلواتها بالتعقيبات والنوافل (الظهر والعصر والمغرب والعشاء) أم يجب عليها المبادرة للصلاة التالية؟","بسمه سبحانه يجوز الإتيان بالتعقيبات والله العالم."
"1073","السؤالهل المستحاضة المتوسطة أو الكثيرة يجب أن تأتي بوظائف المستحاضة للطواف المستحب أم لا وهل يجوز لها دخول المسجد الحرام بلا غسل أم لا؟","بسمه سبحانه لا يجوز لها الطواف بدون القيام بوظائف المستحاضة لأجل الصلاة ولا مانع من دخول المسجد والله العالم."
"1074","السؤالإذا تأكدت أن الدم هو استحاضة فماذا سيكون الحكم ؟","الاستحاضة ثلاثة أقسام -
1- قليلة  وهي التي يكون الدم فيها قليلاً بحيث لا يغمس القطنة وحكمها وجوب تبديل القطنة أو تطهيرها مع غسل الموضع ووجوب الوضوء لكل صلاة . 
2- متوسطة  وهي ما يكون الدم فيها أكثر من ذلك بأن يغمس القطنة ولا يسيل من الطرف الثاني للقطنة 
وحكمها مضافاً الى ما ذكر من الوضوء وتجديد القطنة غسل قبل صلاة الصبح . 
3- كثيرة  وهي ما يكون الدم فيها أكثر من ذلك بأن يغمس القطنة ويسيل منها من الطرف الثاني للقطنة وحكمها مضافاً الى ما تقدم من وجوب تجديد القطنة والغسل للصبح غسلان آخران أحدهما للظهرين تجمع بينهما والآخر للعشاءين . والله العالم
"
"1075","السؤالإني امرأة في 65 من عمري وعندي نزف مستمر في الرحم بسبب مرضي وأريد الصوم والصلاة في هذه الأيام فهل يجوز لي اغتسل واصلي رغم وجود الدم ولكم جزيل الشكر ؟ ","بسمه سبحانه تجري عليك (يا ابنتي) أحكام المستحاضة فعليك الالتزام بها وفي ضوء الالتزام تتمكنين من الصلاة والصوم وغيرها من العبادات والله العالم. "
"1076","السؤالالسائل الرقيق الأصفر الذي يخرج من المرأة ليس بفترات الحيض هل يعتبر من دماء الاستحاضة أم لابد أن يكون مائلا إلى اللون البني أو الوردي أو الأحمر ؟","بسمه سبحانه عليها ان تعمل اعمال المستحاضة لان المذكور استحاضة في مفروض السؤال والله العالم.  "
"1077","السؤالإن العادة المركبة إذا لم تحصل فهل هناك مانع من الحكم بأن ما رأته المرأة من الدم في الشهر الثالث في نفس الموعد من الشهر الأول وما رأته من الدم في الشهر الرابع في نفس الموعد من الشهر الثاني حيض على أساس قاعدة الإمكان وإن لم يكن بصفة الحيض، أو فقل إن هذا الدم ليس بدم حيض بملاك العادة لعدم حصولها على الفرض ولا بملاك الصفة لفرض أنه فاقد لها، وحيث إنه يمكن أن يكون حيضاً فلا مانع من الحكم بذلك بملاك قاعدة الإمكان؟","بسمه سبحانه مع استقرار العادة لا تنفع قاعدة الإمكان عليها الالتزام بمقتضى العادة المستقرة حتى إذا  تغيرت صفات الدم بين شهر وشهر بل في شهر واحد وإذا لم تكن هناك عادة واستمر الدم فتنفعها قاعدة الإمكان. والله العالم "
"1078","السؤالإذا انقطع دم الحيض لدون العشرة، فإن احتملت بقاءه في الرحم، فهل يجب عليها الاستبراء واختبار حالها لكي تعرف أن الدم انقطع أو لا؟","بسمه سبحانه يجب عليها البحث. والله العالم"
"1079","السؤالهل تحصل العادة بالصفات؟ فإذا رأت المرأة الدم في الشهر مرتين متعاقبتين من دون العلم بأنه حيض، ولكن بما أنه كان بصفة الحيض تجعله حيضاً على أساس الصفة، ثم رأت في الشهر الثالث في نفس الوقت دماً أصفر فاقداً لصفة الحيض، فماذا تصنع هذه المرأة؟ هل تجعل نفسها ذات عادة منتظمة، وتعتبر هذا الدم الأصفر حيضاً، نظراً إلى أنها رأته في عادتها على الرغم من أنه فاقد للصفة، أو تجعل نفسها مستحاضة وغير ذات عادة ما دامت غير متأكدة من أن الدمين السابقين كانا حيضين؟","بسمه سبحانه لا بد من استمرار الدم في وقت معين في شهرين حتى تستقر لها العادة وإذا لم تستقر العادة فعليها أن تعمل بالفحص عما يميز الحيض عن غيره. والله العالم"
"1080","السؤالإن كان الدم في أيام العادة ولم يكن بصفة الحيض، أو كان بصفة الحيض ولم يكن في أيام العادة، فهل تعتبره حيضاً أو استحاضة؟","بسمه سبحانه الدم في أيام العادة مضبوطاً حيض وإن كان فاقداً لصفات دم الحيض وصاحبت العادة المضبوطة ما تراه خارج العادة لا يعتبر حيضاً. نعم إذا اضطربت عادتها فعليها أن ترجع إلى التمييز بالطرق الموضحة في الرسالة العملية. والله الهادي وهو العالم"
"1081","السؤالقال بعض الأعاظم (قدس) إذا رأت المرأة الحامل الدم قبل ظهور الولد فإن كانت واثقة ومتأكدة بأنه من دم الحيض عملت ما تعمله الحائض، بلا فرق بين أن يكون منفصلاً عن الولادة بعشرة أيام أو أقل أو أكثر أو يكون متصلاً بها، إذ لا يعتبر أن يفصل بين دم الحيض ودم النفاس عشرة أيام جزماً، وإن قلنا باعتبارها بين حيضتين، وإذا لم تدر بأنه دم حيض أو دم استحاضة فإن كان بصفة الحيض وفي أيام العادة اعتبرته حيضاً وتتأكد من ذلك باستمراره ثلاثة أيام، وإن لم يكن بصفة الحيض ولا في أيام العادة اعتبرته استحاضة. وإن كان بصفة الحيض ولم يكن في أيام العادة أو كان في أيام العادة ولكن من دون صفة الحيض فهل تعتبره حيضاً؟","بسمه سبحانه إن كان بصفات الحيض فهو حيض. والله العالم"
