"","Question","Answer","bookmark"
"2105","
2
السؤال: احدى طالبات الجامعة هل يجوز لها التقاط صورة التخرج التذكارية المتعارفة مع طلبة المرحلة والاساتذة؟
الجواب: لا مانع منه بشرط الحفاظ على الستر الواجب والحشمة بما يليق بالمرأة المؤمنة.","
","/arabic/qa/8048/"
"2106","
3
السؤال: هل التماثيل والصور حرام ؟
الجواب: لا يجوز علي الاحوط تصوير ذوات الارواح من الانسان والحيوان وغيرهما تصويراً مجسماً كالتماثيل ولكن لا باس باقتنائها وبيعها وشرائها وان كان يكره ذلك .","
","/arabic/qa/8051/"
"2107","
4
السؤال: هل يجوز التصوير للمرأة إذا كان الذي يغسل الفلم رجل ؟
الجواب: يجوز إذا لم تكن الصورة مثيرة ولم يعرف الرجل صاحبة الصورة .","
","/arabic/qa/8052/"
"2108","
5
السؤال: هل يجوز النظر الى صورة أو فلم المرأة غير المحجبة التي يعرفها؟
الجواب: لا يجوز على الاحوط وجوبا .","
","/arabic/qa/8053/"
"2109","
6
السؤال: هل يجوز النظر الى صورة لصبية أجنبية، وهي الآن بالغة ومحافظة على سترها؟
الجواب: لا يجوز على الاحوط ان كانت معبرة عن شكلها الفعلي.","
","/arabic/qa/8054/"
"2110","
7
السؤال: ما حكم اقتناء صور و مجسمات الحيوانات لغرض الزينة ؟
الجواب: لا مانع منه .","
","/arabic/qa/8055/"
"2111","
8
السؤال: هل يجوز للفتاة ارسال صورة شخصية مع الحجاب ومن دون حجاب لشاب بناءا على طلبه ؟
الجواب: لايجوز إلا إذا كان قاصدا الزواج وأراد الصورة للاستعلام عن حالها .","
","/arabic/qa/8056/"
"2112","
9
السؤال: ما حكم النظر الي الصور الاباحية بدون شهوة او ريبة و اذا كانت بشهوة ؟
الجواب: حرام مع الشهوة و كذا بدونها ايضاً علي الاحوط وجوباً.","","/arabic/qa/8057/"
"2113","
10
السؤال: هل يجوز النظر إلى صورة عورة الكافر؟
الجواب: الحكم فيها كالنظر إلى عورته بالذات فيحرم النظر إليها على الاحوط وجوباً .","","/arabic/qa/8058/"
"2114","
1
السؤال: هل يجوزصبغ اللحية والشارب بالصبغ الاسود والحنّة السوداء؟
الجواب: يجوز.","
","/arabic/qa/6339/"
"2115","
2
السؤال: اذا صبغ المكلّف شعره بالصبغ الاصطناعي فهل يجب ان يكون الصبغ طاهراً و هل هو حاجب للوضوء و الغسل ؟
الجواب: لايشترط ان يكون طاهرا اذا امكن تطهير الشعر المصبوغ بعد ذلك و الصبغ طاهر و لايعد مانعا في الوضوء .","
","/arabic/qa/6340/"
"2116","
1
السؤال: ما هو الموقف الشرعي للعاملين في الصحافة الرياضيـة ( محررين مصورين ) ؟","الجواب: لا بأس بعملهم ما لم يشتمل على محرّم كالترويج للالعاب المحرّمة ونحو ذلك.","/arabic/qa/4111/"
"2117","
2
السؤال: هل يجوز بيع مجلات الخلاعة في بلاد تغلب فيها الكفار؟","الجواب: لا يجوز مطلقاً.","/arabic/qa/22418/"
"2118","
3
السؤال: في الدنمارك يوجد عمل توزيع الجرائد والإعلانات / الدعايات، علماً بأن يوجد فيها اعلانات لبيع لحم الخنزير والخمر؟","الجواب: لا يجوز .","/arabic/qa/22591/"
"2119","
1
السؤال: شخص يعمل كغواص بحيث يغوص في البحر مع معدات الغوص اذا كان متوضئا وغاص , في الاثناء دخل عليه وقت الصلاة وكان يستطيع معرفة اتجاه القبلة بواسطة البوصلة فهل يجوز الصلاة وهو غائص في البحر ام عليه الانتظار حتي خروجه؟ وماذا اذا ضاق عليه الوقت؟","الجواب: مع سعة الوقت والتمكن من أداء الصلاة الاختيارية (التامة الأجزاء والشرائط) قبل خروج وقتها فلا يجزي الاتيان بها في البحر قبل ذلك بل يجب الاتيان بها بعد الخروج وأما مع عدم سعة الوقت فانه يجوز الاتيان بالميسور في البحر.","/arabic/qa/21197/"
"2120","
2
السؤال: ما هو حكم الصلاة على الطرّاد في البحر ؟","الجواب: يجوز .","/arabic/qa/22313/"
"2121","
1
السؤال: هل يجوز سماع صوت الاجنبية مع عدم التلذذ , وهل يجوز لها ترقيق الصوت ؟","الجواب: يجوز سماع صوت الأجنبية مع عدم التلذذ الشهوي ولا الريبة ، كما يجوز لها إسماع صوتها للأجانب ، إلا مع خوف الوقوع في الحرام.
نعم لا يجوز لها ترقيق الصوت وتحسينه على نحو يكون عادة مهيَّجاً للسامع ، وإن كان محرماً لها .","/arabic/qa/21265/"
"2122","
2
السؤال: هل يجوز للمرأة استعمال المكروفن برغم صوتها الخارج من المأتم؟","الجواب: لا يجوز لها ترقيق الصوت وتحسينه على نحو يكون عادة مهيجا ً للمستمع وان كان محرما ً لها.","/arabic/qa/21266/"
"2123","
3
السؤال: في مأتم النساء يظهر في أغلب الاحيان صوت النساء إلى خارج المأتم وذلك بسبب استخدام مكبّر الصوت فيسمع الرجال المارون في الشارع فما حكم ذلك ؟","الجواب: لا ينبغي ذلك .","/arabic/qa/21267/"
"2124","
4
السؤال: هل يجوز استماع صوت النساء بواسطة مكبر الصوت حين خطاباتهن في الاحتفالات الدينية او غير ذلك؟ او في الندوة تضم النساء والرجال؟","الجواب: لا مانع منه مع مراعاة ان لايكون صوتهن مهيجاً للرجال وعدم تضمن خطاباتهن لمضامين غير مناسبة مع حضور الرجال في الندوة وايضاً لابد من مراعاة عدم الاختلاط بين الرجال والنساء علي الوجه غير المسوغ شرعاً.","/arabic/qa/21268/"
"2125","
5
السؤال: هل يجوز للمراة ان تقراً التعزية في منازل قريبة من الشوارع العامة التي يحتمل احتمالاً قوياً مرور الاجانب من الرجال بحيث يسمعون صوتها؟","الجواب: اذا كان صوتها بما يشتمل عليه من الترقيق والتحسين مهيجاً عادة للسامع فاللازم التجنب عن ذلك مع احراز سماع الاجنبي لصوتها والا فلا باس به.","/arabic/qa/21703/"
"2126","
6
السؤال: زغاريد النساء المعروفة باسم (الهلاهل) هل يجوز للرجل الاجنبي ان يستمع اليها، واذا كان الانسان مدعواً في مكان ما وحصلت فيه زغاريد النساء، فهل يجب عليه ان يخرج من ذلك المكان؟","الجواب: لا مانع من سماعها بل واستماعها اذا لم يكن عن تلذذ شهوي.","/arabic/qa/21704/"
"2127","
7
السؤال: هل يجوز استماع صوت النساء بواسطة مكبر الصوت حين خطاباتهن في الاحتفالات الدينية او غير ذلك؟ او في الندوة تضم النساء والرجال؟","الجواب: لا مانع منه مع مراعاة ان لايكون صوتهن مهيجاً للرجال وعدم تضمن خطاباتهن لمضامين غير مناسبة مع حضور الرجال في الندوة وايضاً لابد من مراعاة عدم الاختلاط بين الرجال والنساء علي الوجه غير المسوغ شرعاً.","/arabic/qa/21705/"
"2128","
8
السؤال: اذا جهرت المرأة في صلاتها بحضور الأجنبي وكان صوتها موجباً للريبة فهل صلاتها تبطل بذلك ؟","الجواب: لا تبطل إلاّ اذا كان موجباً للاخلال بقصد القربة.","/arabic/qa/22295/"
"2129","
9
السؤال: هل يجوز للأم أن ترفع صوتها أثناء الصلاة حتى تعلّم أبناءها ؟","الجواب: يجوز في مثل صلاة الصبح و صلاتي المغرب والعشاء إذا لم يكن بحضور الاجنبي أو كان بحيث كان يوجب الريبة .","/arabic/qa/22320/"
"2130","
10
السؤال: هل يجوز للمراة ان تحسن صوتها مع سماع الاجنبي ؟","الجواب: اذا كان صوتها بما يشتمل عليه من الترقيق والتحسين مهيجا عادة للسامع فاللازم التجنب عن ذلك مع احراز سماع الاجنبي لصوتها وإلا فلا بأس به.","/arabic/qa/20105/"
"2131","
1
السؤال: من كان حكمه الصلاة من جلوس، اذا شك بين الثلاث والاربع واستقر شكه، ثم بني علي الاربع وأتم صلاته، فهل يجب عليه ان يصلي ركعة واحدة من جلوس،أو ركعتين من جلوس؟","الجواب: يصلي ركعة من جلوس .","/arabic/qa/21317/"
"2132","
2
السؤال: هل يجوز الصلاة من جلوس بالنسبة الى الصلوات المستحبّة من النوافل اليومية وغيرها؟","الجواب: يجوز الإتيان بجميع الصلوات المندوبة جالساً اختياراً وكذا ماشياً وراكعاً وفي المحمل والسفينة.","/arabic/qa/21318/"
"2133","
3
السؤال: امراة تصلي من جلوس لانها تعاني من الم في المفاصل، فهل يجوز لها ان تكبّر وهي جالسة؟","الجواب: يجب ان تكبّر قائمة مع التمكن بل تقوم قدر ما تستطيع .","/arabic/qa/21319/"
"2134","
4
السؤال: امراة حامل في شهرها الثاني اصيبت بنزيف رحمي وفي اليوم الثالث من النزيف بدأ الجنين بالسقوط واستمر النزيف اكثر من عشرة ايام، رأي الطبيب ان هذه الحالة التي تعاني منها المرأة مرضية وليست بحيض ولا بنفاس، فكيف يمكن لهذه المرأة القيام بواجباتها الدينية واحياناً اذا سمح لها بالصلاة فربما لم تستطع وقوفاً خوفاً من الدم المتدفق الذي يرافقه قطعٌ كبيرة متجمدة من الدم؟","الجواب: الدم الذي يقذفه الرحم مع خروج السقط او بعد خروجه يجري عليه حكم دم النفاس مع صدق الولادة علي خروج السقط والا فان لم يكن دم حيض ولا دم قرح او جرح جري عليه حكم دم الاستحاضة وغير الحائض والنفساء تجب عليها الصلاة وفي مفروض السؤال اذا لم تتمكن من الصلاة الا جالسة صلت كذلك، وإن اضرها الجلوس صلت مضطجعة او مستلقية حسب التفصيل المذكور في الرسالة العملية.","/arabic/qa/21320/"
"2135","
5
السؤال: رجل يصلي وهو جالس على كرسي مرتفع عن الأرض فهل يصلي بحكم الراكب على الدابة أم بحكم الجالس؟","الجواب: إذا لم يكن متمكناً من القيام لأداء الركوع عن قيام انحنى له وهو جالس على كرسيه بمقدار يصدق عليه الركوع في حق الجالس فأن لم يتمكن منه اوماً بدلاً عنه . وأما في السجود فان أمكنه وضع شيء مرتفع أمامه ليضع جبهته عليه مع الانحناء بمقدار يصدق عليه السجود في حقه فعل ذلك ووضع كفيه على المسجد أيضاً . وإن لم يتمكن مما ذكر أومأ بدلاً على السجود والاحوط الأولى أن يضع شيئاً مما يصح السجود عليه على جبهته .","/arabic/qa/21321/"
"2136","
6
السؤال: إذا تجددت للمصلّي جالساً  القدرة على القيام في أثناء الصلاة فما حكمه؟","الجواب: عليه أن ينتقل الى القيام ويترك القراءة والذكر في حال الانتقال، ولا يجب عليه استئناف ما فعله حال الجلوس، فلو قرأ جالساً ثم تجددت له القدرة على القيام ــ قبل الركوع وبعد القراءة ــ قام للركوع وركع من دون إعادة للقراءة، ولا فرق في ذلك بين سعة الوقت وضيقه، وهكذا الحال في المصلي مضطجعاً إذا تجددت له القدرة على الجلوس، أو المصلي مستلقياً إذا تجددت له القدرة على الاضطجاع.","/arabic/qa/21323/"
"2137","
7
السؤال: شخص معوق يصلي في المنزل من جلوس هل يجوز ان يأتي بالصلاة الواجبة والمستحبة في المسجد او المرقد او الجماعة او الجمعة او ماتم عزاء او عرس وهو جالس على الكرسي المتحرّك؟","الجواب: اذا لم يستطع الصلاة قائماً جاز له الصلاة علي الكرسي ولكن يجب الجلوس علي الارض للتشهد مع الامكان.","/arabic/qa/21324/"
"2138","
1
السؤال: إذا وقف الرجل ليصلي فجاءت المرأة ووقفت محاذية له أو متقدمة عليه وشرعت في الصلاة فهل تبطل بذلك صلاة المرأة فقط أم تبطل صلاة الرجل أيضاً ، وما هو الحكم في عكس المسألة ؟","الجواب: تبطل الصلاتان معاً على الأحوط فإن المختار أن مانعية المحاذاة أو تقدم المرأة لا يختص بصلاة من شرع فيها لاحقاً .","/arabic/qa/21446/"
"2139","
2
السؤال: هل إن احتياطكم بعدم صحة صلاة كل من الرجل والمرأة إذا كانا محاذيين حال الصلاة أو كانت المرأة متقدمة على الرجل يجري في المسجد الحرام أيضاً ؟","الجواب: لا يجري في مكة المكرمة عند الزحام فيجوز فيها التقدم والتأخر على الأظهر .","/arabic/qa/21447/"
"2140","
3
السؤال: ما هو الواجب في وقوف المراة خلف الرجل في الصلاة ؟","الجواب: يجب على الاحوط تاخر المرأة ولو بمقدار
ان يكون موضع سجودها محاذيا لموضع ركبة الرجل الا اذا كان الفاصل بينهما حوالي خمسة امتار فلا يضر تقارنهما بل لايضر تقدمها ايضا.","/arabic/qa/21448/"
"2141","
4
السؤال: ما قدر المسافة التي تترك بين الزوج والزوجة في الصلاة؟","الجواب: لا يجوز تقدم المراة ولا مساواتهما على الاحوط الا اذا كان الفاصل عشرة اذرع.","/arabic/qa/22294/"
"2142","
1
السؤال: الصور المرسومة للنبي (صلى الله عليه وآله) والأئمّة (عليهم السلام) هل يجوز تعليقها في المنزل؟ وهل يصح الاعتقاد بأنّها صورهم (صلوات الله عليهم)؟","الجواب: يجوز تعليقها، وأمّا الاعتقاد بمطابقتها لهم (عليهم السلام) فهو اعتقاد خاطئ يقيناً‏.‏","/arabic/qa/21592/"
"2143","
2
السؤال: يخرج بعض المخرجين فلماً تاريخياً عن النبي صلى الله عليه وآله أو الائمّة عليهم السلام:‏
أ ـ هل يجوز أن يتقمّص شخصيّة النبي الكريم صلى الله عليه وآله ممثّل يظهر امام الجمهور على أنّه النبي صلى الله عليه وآله وهكذا الحال بالنسبة الى الائمّة عليهم السلام؟
ب ـ واذا كانت الاِجابة بالجواز فهل يشترط ان يكون ذلك الممثّل مؤمناً؟","الجواب: يجوز تمثيل شخصيّاتهم عليهم الصلاة والسلام ولكن بشرط أن لا يسيء ذلك ولو في الزمان المستقبل الى مقاماتهم الشريفة وصورهم المقدّسة في النفوس ولعل لصفات الممثل الذي يؤدي دورهم عليهم السلام وخصوصياته بعض الدخل في ذلك .","/arabic/qa/21593/"
"2144","
3
السؤال: تناقلت بعض وسائل الإعلام أنّ السيد علي الحسيني السيستاني (دام ظله) وافق على نص مسلسل إمام الفقهاء والذي تعرضه قناة العراقية خلال شهر رمضان المبارك وأضافت: إنّ سماحته قد أجاز ظهور وجه الإمام الصادق (عليه السلام) في المسلسل فهل هذا صحيح؟","الجواب: ما حكي غير صحيح، فلم يُعرَض نصّ المسلسل على سماحة السيد (دام ظله) قبل بثّه، ولم يصدر منه ترخيص في إظهار وجه الممثّل الذي يؤدّي دور أيّ من المعصومين (عليهم السلام)، وما يقال غير ذلك باطل.","/arabic/qa/23663/"
"2145","
1
السؤال: هل تؤيّدون صلاة المرأة جماعة في المسجد خلف الرجال إذا كان ذلك مع الاحتفاظ بحشمتها والتزامها حجابها؟","الجواب: يستحب اشتراك المرأة في جماعة المسلمين في المسجد، وقد جرت على ذلك سيرة المسلمات في عصر النبي الأكرم (صلى الله عليه وآله)، ففي المروي في الصحيح عن أمير المؤمنين (عليه السلام) أنّه قال: (كنّ النساء يصلّين مع النبي (صلى الله عليه وآله) وكنّ يؤمرن أن لا يرفعن رؤسهن قبل الرجال لضيق الأزر).
نعم؛ ورد في بعض النصوص المعتبرة أنّ صلاة المرأة في بيتها أفضل من صلاتها في المسجد، والذي استظهرناه بملاحظة مجموعة تلك النصوص هو أنّ الأفضل للمرأة أن تختار للصلاة المكان الذي تكون فيه أبعد عن مرأى و منظر الرجال الأجانب، فإن تهيّأ لها مثل هذا المكان في المسجد فلا تُفضِّل الصلاة في البيت على الصلاة في المسجد حينئذ.","/arabic/qa/21608/"
"2146","
1
السؤال: ما هو الواجب على كبار السن اذا تعذر عليهم الصوم ؟","الجواب: الشيخ والشيخة اِذا تعذّر عليهما الصوم، أو كان يسبّب لهما حرجاً ومشقة فيجوز لهما الإفطار لكن يجب عليهما في صورة المشقة عن كل يوم أفطرا فيه، ‏ومقدارها ثلاثة أرباع الكيلو غرام تقريباً، من الحنطة وهي أفضل من سواها.‏ ‏والأظهر عدم ثبوت الكفارة في صورة التعذّر.","/arabic/qa/23882/"
"2147","
2
السؤال: هل يكون حكم مَن به داء العطش حكم الشيخ الكبير من جهة عدم المقدرة على الصوم ؟","الجواب: نعم إذا تعذر عليه الصوم مثلهم ، وكذلك إذا كان فيه حرج ومشقة عليهم ولكن يلزمه حينئذٍ الفدية عن كل يوم بمدّ من الطعام، والأفضل كونها من الحنطة، بل كونها مدين، بل هو أحوط استحباباً، ولا يجب القضاء لاحقاً مع التمكن منه وإن كان ذلك أحوط استحباباً.","/arabic/qa/23881/"
"2148","
1
السؤال: هل يجوز صيام يوم عرفة وأنا في عرفة علما أن عرفة ليست موطناً لي؟","الجواب: لا يصحّ الصيام في السفر كما هو الحال في الفرض المذكور إلا إذا تحققت منك الإقامة عشرة أيام في مكة وخرجت بعد ذلك إلى عرفة بقصد الرجوع إلى محل الإقامة.","/arabic/qa/23994/"
"2149","
2
السؤال: هل يُعدّ صوم عرفة من أعمال يوم عرفة المستحبة؟","الجواب: صيام يوم عرفة مستحب لمن لم يضعفه عن الدعاء .","/arabic/qa/23993/"
"2150","
3
السؤال: كنت صائماً في يوم عرفة وأكلت نسياناً (بغير عمد) فهل يصح صيامي  اذا اكملته؟","الجواب: لا يبطل الصوم بالاكل سهواً أونسياناً.","/arabic/qa/23992/"
"2151","
1
السؤال: ماهو رأيكم بمَن يصوم اليوم الاول من شعبان وهو صوم يحيى بن زكريا (عليه السلام) والصوم هو عن الاكل والشرب وعن النطق اي لا يتكلم طوال اليوم ويجعل عدم النطق من الصوم ؟","الجواب: هو صوم الصمت المنهي عنه فانه بدعة محرمة.","/arabic/qa/23451/"
"2152","
1
السؤال: الخلّ قد يصنع من الخمر ، بمعنى أنه كان خمراً وحوّلوه خلاً في المعمل ، ولذلك يكتبون على الزجاجة (خلّ النبيذ) تمييزاً له عن خلّ الشعير والأنواع الأخرى ، ومن علائم ذلك أن زجاجات هذا الخلّ موضوعة في الرفوف الخاصة للخلّ ، ولم يحدث مطلقاً أن يوضع ضمن الرفوف الخاصة بالخمر كما جُرِّب مراراً ولم يلحظ أي فرق بينه وبين الخلّ المصنوع من التمر في العراق.
فهل يُحكم على هذا الخمر المتبدّل إلى خلّ أنه خلّ ، تبعاً لقاعدة (الإنقلاب)؟","الجواب: مع صدق (الخل) عليه عرفاً - كما هو مفروض السؤال - يجري عليه حكمه.","/arabic/qa/22012/"
"2153","
2
السؤال: اني اصنع الخل وفي بداية العمل يُخلط الماء مع التمر ويوضعان في الاناء المخصص ويضاف إليهما الدبس لزيادة طعم الحامض فيه فهل هذا جائز ؟","الجواب: لا مانع من ذلك .","/arabic/qa/22013/"
"2154","
3
السؤال: كنت استعمل خلاًّ ولا أعلم مكوناته وبعد فترة علمت باشتماله على كحول الايثانول فما هو حكم استخدامنا له ؟ وما حكم دخول الايثانول في المواد الغذائية ؟","الجواب: لا بأس به .","/arabic/qa/22437/"
"2155","
1
السؤال: هل تجوز الصلاة بالقمصلة الجلدية أو القبعة الجلدية أو الحزام الجلدي المصنوع في البلدان غير الاسلامية؟","الجواب: نعم تجوز وكذلك المشترى من محلات بيع غير إسلامية، اذا احتملنا أن هذه الحاجيات مصنوعة من جلد حيوان محلّل الأكل، مذبوح وفق قواعد الذباحة الشرعية، وتكون طاهرة أيضاً حينئذٍ، بخلاف ما إذا علمنا أنها مصنوعة من جلد حيوان غير مذبوح وفق قواعد الذباحة الشرعية،  فتعدّ نجسة ولا تجوز الصلاة بها.","/arabic/qa/22023/"
"2156","
2
السؤال: ما حكم الصلاة في الجلود المشكوكة الصنع؟","الجواب: الحاجات الجلدية المصنوعة في البلدان غير الاسلامية، والمشكوك أنها مصنوعة من جلود طبيعية أو صناعية، طاهرة، وتجوز الصلاة فيها.","/arabic/qa/22024/"
"2157","
3
السؤال: هل ما يعرض من الجلود في بلد غير اسلامي محكوم بالطهارة ؟","الجواب: الحاجات الجلدية المصنوعة في البلدان الإسلامية، والمعروضة في البلدان غير الإسلامية، محكومة بالطهارة وجواز الصلاة فيها.","/arabic/qa/22025/"
"2158","
4
السؤال: ما حكم جلود الحيات والتماسيح التي تباع في المحلات من ناحية الطهارة؟","الجواب: الحاجات الجلدية المصنوعة من جلود الحيات والتماسيح في البلدان غير الإسلامية، والمعروضة في محلات بيع غير اسلامية هي طاهرة، ويجوز بيعها وشراؤها واستعمالها فيما تشترط فيه الطهارة.","/arabic/qa/22026/"
"2159","
5
السؤال: هل تجوز الصلاة في الحاجات الجلدية المصنوعة من جلود الحيوانات المفترسة كالأسد والنمر؟","الجواب: لا تجوز الصلاة في الحاجات الجلدية المصنوعة من جلود الحيوانات المفترسة كالأسد والنمر والفهد والثعلب وابن اَوى ، كما لا تجوز على الأحوط وجوباً في جلود الحيوانات غير المفترسة المحرمة الأكل ، كالقرد والفيل ، وإن كانت الجلود المذكورة طاهرة فيما إذا كان الحيوان مذكى ، أو احتُمل كونه مذكى . نعم يجوز لبس الحزام منه ونحوه مما لايمكن سترالعورة به.
أما إذا لم نحتمل ذلك ، بل تأكدنا أنها مصنوعة من جلد حيوان غير مذكى ، فهي نجسة ولا تجوز الصلاة فيها ، حتى في الحزام ونحوه مما يلبس ، ولا يمكن ستر العورة به على الأحوط ، وكذلك إذا كان احتمال كونه مذكى احتمالاً ضعيفاً لا يعتني به العقلاء كـ (2%).","/arabic/qa/22027/"
"2160","
6
السؤال: نحن المسلمين في أوروبا نشتري الأحذية والأحزمة وغير ذلك من الملبوسات المصنوعة من الجلود التي يُحتمل كونها جلوداً لذبائح غير مذكاة ، وقد تكون مستوردة من دول إسلامية، أو مأخوذة من مسالخ إسلامية هنا حيث يوجد عدد محدود منها في بريطانيا على سبيل المثال،فهل نحكم بطهارة هذه الجلود على فرض احتمال كونها مستوردة من دول إسلامية، أو من محل لذبح اللحم على الطريقة الإسلامية، وإن كان هذا الاحتمال ضعيفاً؟","الجواب: إذا كان الاحتمال ضعيفاً بحيث يطمأن بخلافه كـ (2%) لم يعتد به، وإلاّ فلا مانع من البناء على الطهارة.","/arabic/qa/22028/"
"2161","
7
السؤال: لو صلينا بالحزام الجلدي أو بالمحفظة الجلدية المصنوعة من جلود الميتة، وتذكرنا ذلك، أثناء الصلاة، أو بعدها، وقبل انتهاء وقت الصلاة، أو بعده، فما العمل؟","الجواب: تصح الصلاة مع حمل المحفظة المصنوعة من الجلود المذكورة، كما تصح مع لبس الحزام المصنوع منها فيما إذا لم يكن احتمال كونها مأخوذة من المذكى احتمالاً موهوماً لا يعتني به العقلاء.
وأما في هذه الصورة فإن كان جاهلاً والتفت في أثناء الصلاة نزعه فوراً وصحت صلاته، وهكذا لو كان ناسياً وتذكر في الأثناء، بشرط أن لا يكون نسيانه ناتجاً عن إهماله وقلة مبالاته. وإلاّ أعاد صلاته في الوقت، وقضاها خارجه على الأحوط وجوباً .","/arabic/qa/22029/"
"2162","
8
السؤال: ما حكم الصلاة لو نسي المصلي نزع جلد الساعة او الحزام او غير ذلك من الجلود الممنوع لبسها وقت العبادة؟","الجواب: اذا كان المنع عنها في الصلاة لأجل كونها مأخوذة من الحيوان غير المأكول فالأظهر صحة الصلاة في مفروض السؤال، وان كان لأجل كونها مأخوذة من الميتة النجسة فالأحوط الاعادة في الوقت والقضاء خارجه إذا كان النسيان عن اهمال وعدم تحفظ وإلاّ فلايجب.","/arabic/qa/22030/"
"2163","
9
السؤال: اذا كانت محفظة نقود شخص ما مصنوعة من جلد الحيوانات في بلد غير اسلامي:
فما ما حكم صلاته وهي في جيبه؟ وما حكم صلاته السابقة اذا كان جاهلاً بالحكم؟","الجواب: تصح صلاته الحالية والسابقة.","/arabic/qa/22031/"
"2164","
1
السؤال: هل يجوز النظر لصورة امرأة محجبة معروفة ظهرت في الصورة دون حجاب؟","الجواب: الأحوط ترك النظر الى ما سوى الوجه والكفين منها ، أما هما فيجوز من دون ريبة أو تلذذ شهوي.","/arabic/qa/22186/"
"2165","
2
السؤال: هل يجوز النظر الى صورة فتاة بالغة لا تطابقها ؟","الجواب: إذا كانت الصورة لا تطابقها وهي بالغة لتغير اوصافها فلا يبعد جواز النظر الى الصورة في حد ذاته واما اذا كانت تطابقها فالأحوط الترك , نعم النظر الى الوجه والكفين من الصورة لا مانع منه في نفسه .","/arabic/qa/22187/"
"2166","
3
السؤال: هل يجوز النظر الى صورة فتاة بدون شهوة أو تلذذ؟","الجواب: إذا كنت تعرفها فلا يجوز على الاحوط وجوباً.","/arabic/qa/22188/"
"2167","
4
السؤال: هل يجوز ان تضع المراة صورة لعينها في الانترنت، مع العلم بانه هناك الكثير ممن سيري هذه الصورة يعرف هذا المراة؟","الجواب: لا يجوز ان كانت بدون حجاب ولا يجوز اذا كانت مثيرة او موجبة للفساد.","/arabic/qa/22189/"
"2168","
5
السؤال: ما حكم اذا كنت متقدما لخطبة فتاة ورأيت صورتها بدون حجاب؟","الجواب: إذا أحرزت بأن النظرة إلى الصورة تجدي للاطلاع على كل المعلومات التي تريد معرفتها من الخطيبة فلا مانع من مشاهدة الصورة.","/arabic/qa/22190/"
"2169","
6
السؤال: عند التقدم بطلب للحصول علي تاشيرة سفر لبعض الدول الاجنبية، تطلب سفارات هذه الدول من النساء المتحجبات صوراً تكشف جزءاً من الشعر وكامل الاذنين،هل يجوز ذلك عند الضرورة؟","الجواب: يجوز التصوير عند امراة ودفع الصورة للموظف المختص.","/arabic/qa/22191/"
"2170","
7
السؤال: هل يجوز النظر إلى صورة بنت العم إذا كنت خاطبها بدون عقد رسمي ؟","الجواب: لا يجوز – على الاحوط – إن لم تكن محجّبة, نعم اذا تحقق العقد الشرعي فهي زوجتك .","/arabic/qa/22192/"
"2171","
1
السؤال: هل يحرم صوم ايام التشريق في منى ؟","الجواب: يحرم صوم العيدين وأيام التشريق لمن كان بمنى ناسكاً كان أم لا .","/arabic/qa/22193/"
"2172","
1
السؤال: لو اقسم صوم الدهر إذا فعل كذا فماذا يجب عليه وهل يتحقق الحنث بترك الصوم يوماً ؟","الجواب: تنعقد يمينه على تقدير تحقق المعلق عليه فيما إذا لم يكن قصده الصيام حتى في الايام التي لا يصح فيها الصيام كالعيدين وايام الحيض والمرض والا فلا تنعقد ويتحقق حنثه بترك الصوم ولو في يوم واحد إذا كان الصادر منه التزام واحد بصيام مجموع الأيام.","/arabic/qa/22288/"
"2173","
1
السؤال: عملية تتوقف على تخدير الانسان مدة من النهار هل يجوز الاقدام على اجراء هذه العملية اختياراً في نهار شهر رمضان ويصح صومه أو لا ؟ وماذا لو استمر التخدير طيلة النهار ؟","الجواب: اذا كان موجبا للاغماء فالاحوط لزوما التجنب عنه من غير ضرورة ولو فعل فإن افاق في اثناء النهار – مع سبق نية الصوم – فلا يُترك الاحتياط بتمام الصوم وإن لم يفعل فالقضاء.","/arabic/qa/25344/"
"2174","
2
السؤال: شخص جنّ في منتصف شهر رمضان وأفاق بعد اشهر وقبل شهر رمضان الثاني فهل يجب عليه قضاء النصف الثاني من الشهر الذي لم يصمه؟","الجواب: كلا.","/arabic/qa/23939/"
"2175","
3
السؤال: ما حكم المجنون أو المغمى عليه  لو أفاق أثناء النهار في الصوم ؟","الجواب: لو أفاق  أثناء النهار وكان الصوم مسبوقاً بالنية فالأحوط لزوماً أن يتم صومه وأن يقضيه إن لم يفعل ذلك.","/arabic/qa/23942/"
"2176","
4
السؤال: هل يجب قضاء الصوم زمان الصبا أو الكفر الأصلي؟","الجواب: كلاّ.","/arabic/qa/23941/"
"2177","
5
السؤال: ما حكم مَن جُنّ جنوناً ادوارياً في نهار شهر رمضان ثم أفاق قبل الغروب ؟","الجواب:  إذا سبقت منه نية الصيام قبل طلوع الفجر فالأحوط لزوماً أن يتم صيام ذلك اليوم ، وإن لم يفعل وجب عليه قضاؤه على الأحوط.","/arabic/qa/23940/"
"2178","
1
السؤال: إذا عجز عن السجود جلوساً فما هو الواجب عليه؟","الجواب: إذا عجز عن الجلوس على الأرض للتشهد فالاحوط لزوماً أن يجلس على الكرسي ونحوه.","/arabic/qa/22298/"
